"externalModuleName","numberOfInternalModules","sumNumberOfUsedExternalDeclarations","minNumberOfUsedExternalDeclarations","maxNumberOfUsedExternalDeclarations","medNumberOfUsedExternalDeclarations","avgNumberOfUsedExternalDeclarations","stdNumberOfUsedExternalDeclarations","sumNumberOfInternalElements","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","internalModuleExamples","Source Cypher File: domains/external-dependencies/queries/External_module_usage_spread_for_Typescript.cypher"
"@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"server",""
"@types/events",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"prompts-prompt-base",""
"@types/isEqual",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"config",""
"@types/kebabCase",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"plugin",""
"@types/semver",1,2,2,2,2,2,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"run",""
"@types/timers",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"prompts-select",""
"arg",1,2,2,2,2,2,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"run",""
"arg.Result.""--no-typescript",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"run",""
"exit-hook",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"commands",""
"inspector",1,3,3,3,3,3,0,3,3,3,3,3,0,0.4694835680751174,0.4694835680751174,0.4694835680751174,0.4694835680751174,0,"profiler",""
"node:child_process",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"config",""
"node:inspector",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"profiler",""
"node:readline",1,3,3,3,3,3,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"prompts-prompt-base",""
"p-map",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"prerender",""
"prettier",1,2,2,2,2,2,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"useJavascript",""
"server",1,4,4,4,4,4,0,2,2,2,2,2,0,0.3129890453834116,0.3129890453834116,0.3129890453834116,0.3129890453834116,0,"vite-node",""
"types",1,1,1,1,1,1,0,1,1,1,1,1,0,0.1564945226917058,0.1564945226917058,0.1564945226917058,0.1564945226917058,0,"utils",""
