"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: domains/java/queries/artifact-dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-modelling-5.1.0",7,7,100,99,20,20.2,"axon-messaging-5.1.0",false,5,13,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.core","GenericCommandResultMessage,NoHandlerForCommandException,DuplicateCommandHandlerSubscriptionException,MessageType","org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity","AnnotatedEntityMetamodel,EntityCommandHandlingComponent,PolymorphicEntityMetamodel,ConcreteEntityMetamodel",""
"axon-modelling-5.1.0",7,7,100,99,30,30.3,"axon-common-5.1.0",true,3,14,"org.axonframework.common.property,org.axonframework.common.infra","Property,DescribableComponent,ComponentDescriptor,AxonConfiguration","org.axonframework.modelling.entity.annotation,org.axonframework.modelling","AnnotatedEntityModelRoutingKeyMatcher,PropertyBasedEntityIdResolver,FieldChildEntityFieldDefinition,Repository",""
"axon-modelling-5.1.0",7,6,85.71,99,22,22.22,"axon-common-5.1.0",false,4,13,"org.axonframework.common,org.axonframework.common.annotation","FutureUtils,AxonTransientException,AxonConfigurationException,ReflectionUtils","org.axonframework.modelling.repository,org.axonframework.modelling.configuration","InMemoryRepository,SimpleStateBasedEntityModule,ConcurrencyException,AnnotatedEntityMetamodel",""
"axon-messaging-5.1.0",57,5,8.77,634,5,0.79,"axon-conversion-5.1.0",false,2,4,"org.axonframework.conversion,org.axonframework.conversion.jackson","ConversionException,CachingSupplier,DelegatingGeneralConverter,JacksonConverter","org.axonframework.messaging.core,org.axonframework.messaging.commandhandling.gateway","GenericMessage,CommandResult,EntityManagerTransactionManager,GenericEventMessage",""
"axon-test-5.1.0",5,5,100,79,15,18.99,"axon-common-5.1.0",false,2,8,"org.axonframework.common,org.axonframework.common.annotation","FutureUtils,Priority,ReflectionUtils,AxonNonTransientException","org.axonframework.test.fixture,org.axonframework.test","AxonTestPhase$Given,FixtureResourceParameterResolverFactory,ProvidedAxonTestFixtureUtils,DeepEqualsMatcher",""
"axon-update-5.1.0",5,5,100,28,20,71.43,"axon-common-5.1.0",false,2,3,"org.axonframework.common,org.axonframework.common.annotation","ObjectUtils,RegistrationScope,Internal","org.axonframework.update,org.axonframework.update.detection","UpdateChecker,UpdateCheckerConfigurationEnhancer,KotlinVersion,DetectedVulnerability",""
"axon-server-connector-5.1.0",10,4,40,79,4,5.06,"axon-conversion-5.1.0",true,1,2,"org.axonframework.conversion","Converter,GeneralConverter","io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query","CommandConverter,QueryConverter,AxonServerSnapshotStore,AxonServerConfigurationEnhancer",""
"axon-eventsourcing-5.1.0",11,4,36.36,121,13,10.74,"axon-modelling-5.1.0",true,5,11,"org.axonframework.modelling,org.axonframework.modelling.annotation","EntityEvolver,EntityIdResolver,StateManager,EntityIdResolverDefinition","org.axonframework.eventsourcing,org.axonframework.eventsourcing.handler","EventSourcingRepository,InitializingEntityEvolver,SimpleEventSourcedEntityModule,AnnotatedEventSourcedEntityModule",""
"axon-test-5.1.0",5,4,80,79,30,37.97,"axon-messaging-5.1.0",true,9,21,"org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling","MessageMonitor,MessageMonitor$MonitorCallback,CommandHandler,CommandMessage","org.axonframework.test.util,org.axonframework.test.fixture","RecordingMessageMonitor,RecordingMessageMonitor$1,RecordingCommandBus,AxonTestPhase$Then$MessageAssertions",""
"axon-server-connector-5.1.0",10,4,40,79,24,30.38,"axon-messaging-5.1.0",true,13,24,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling","CommandMessage,CommandResultMessage,EventMessage,EventConverter","io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.event","CommandConverter,AxonServerCommandBusConnector,AxonServerCommandBusConnector$FutureResultCallback,AggregateBasedAxonServerEventStorageEngine",""
"axon-conversion-5.1.0",5,4,80,41,8,19.51,"axon-common-5.1.0",false,2,4,"org.axonframework.common,org.axonframework.common.annotation","AxonNonTransientException,BuilderUtils,Assert,Internal","org.axonframework.conversion,org.axonframework.conversion.avro","ConversionException,SpecificRecordBaseConverterStrategy,ChainedConverter$Route,ChainedConverter",""
"axon-server-connector-5.1.0",10,4,40,79,9,11.39,"axon-common-5.1.0",true,3,14,"org.axonframework.common,org.axonframework.common.infra","Registration,DescribableComponent,ComponentDescriptor,ComponentFactory","io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.event","AxonServerQueryBusConnector$LocalSegmentAdapter,TaggedEventConverter,AxonServerEventStorageEngineFactory,AxonServerCommandBusConnector",""
"axon-conversion-5.1.0",5,4,80,41,9,21.95,"axon-common-5.1.0",true,1,2,"org.axonframework.common.infra","DescribableComponent,ComponentDescriptor","org.axonframework.conversion,org.axonframework.conversion.avro","Converter,AvroConverterStrategy,JacksonConverter,AvroConverter",""
"axon-server-connector-5.1.0",10,3,30,79,9,11.39,"axon-eventsourcing-5.1.0",true,2,7,"org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.eventstore","SnapshotStore,EventStorageEngine$AppendTransaction,EventStorageEngine,AppendCondition","io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.configuration","AxonServerSnapshotStore,AxonServerConfigurationEnhancer,AggregateBasedAxonServerEventStorageEngine$1,AggregateBasedAxonServerEventStorageEngine",""
"axon-server-connector-5.1.0",10,3,30,79,9,11.39,"axon-eventsourcing-5.1.0",false,2,10,"org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.eventstore","Snapshot,EventStoreException,GlobalIndexPosition,AggregateBasedEventStorageEngineUtils","io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.shared","AxonServerSnapshotStore,ExceptionFactory,ConditionConverter,AggregateBasedAxonServerEventStorageEngine$1",""
"axon-eventsourcing-5.1.0",11,3,27.27,121,3,2.48,"axon-conversion-5.1.0",true,1,2,"org.axonframework.conversion","Converter,GeneralConverter","org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.eventstore.jpa","StoreBackedSnapshotter,AggregateBasedJpaEventStorageEngine,SimpleEventSourcedEntityModule",""
"axoniq-spring-boot-autoconfigure-5.1.0",5,3,60,26,5,19.23,"axon-server-connector-5.1.0",false,2,4,"io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.configuration","AxonServerConfiguration,AxonServerConnectionManager,TagsConfiguration,AxonServerConfigurationEnhancer","io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot.actuator.axonserver","AxonServerAutoConfiguration,AxonServerActuatorAutoConfiguration,AxonServerHealthIndicator,TagsConfigurationProperties",""
"axon-eventsourcing-5.1.0",11,2,18.18,121,4,3.31,"axon-modelling-5.1.0",false,3,4,"org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation","EntityCommandHandlingComponent,AnnotatedEntityIdResolverDefinition,AnnotatedEntityMetamodel,ModellingConfigurer","org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.annotation","SimpleEventSourcedEntityModule,EventSourcedEntity,AnnotatedEventSourcedEntityModule,EventSourcingConfigurer",""
"axon-test-5.1.0",5,2,40,79,9,11.39,"axon-messaging-5.1.0",false,4,7,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling","GenericCommandResultMessage,GenericCommandMessage,GenericEventMessage,Metadata","org.axonframework.test.util,org.axonframework.test.fixture","RecordingCommandBus,AxonTestGiven,AxonTestWhen,AxonTestPhase$When",""
"axon-test-5.1.0",5,2,40,79,15,18.99,"axon-common-5.1.0",true,3,7,"org.axonframework.common,org.axonframework.common.infra","Registration,ComponentDescriptor,AxonConfiguration,Configuration","org.axonframework.test.fixture,org.axonframework.test.util","RecordingEventBus,RecordingEventStore,RecordingEventSink,RecordingCommandBus",""
"axon-metrics-micrometer-5.1.0",3,2,66.67,19,3,15.79,"axon-common-5.1.0",true,1,3,"org.axonframework.common.configuration","Configuration,ComponentRegistry,ConfigurationEnhancer","org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.springboot","MetricsConfigurationEnhancer,MicrometerMetricsAutoConfiguration$1,MicrometerMetricsAutoConfiguration",""
