"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Overview/Effective_lines_of_method_code_per_type.cypher"
"axon-conversion-5.0.2","org.axonframework.conversion","ChainedConverter$RouteCalculator",30,16,"calculateRoute",7,"calculateRoute",""
"axon-conversion-5.0.2","org.axonframework.conversion","ChainedConverter",30,7,"isContinuous",4,"isContinuous",""
"axon-modelling-5.0.2","org.axonframework.modelling.annotation","AnnotationBasedEntityIdResolver",30,9,"resolve",3,"resolve",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity","EntityCommandHandlingComponent",30,9,"loadFromRepository",4,"loadFromRepository",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine$1",30,14,"commit",3,"commit",""
"axon-common-5.0.2","org.axonframework.common","ProcessUtils",30,16,"executeWithRetry",8,"executeWithRetry",""
"axon-common-5.0.2","org.axonframework.common.lifecycle","ShutdownLatch",30,7,"initiateShutdown",4,"registerActivity",""
"axon-common-5.0.2","org.axonframework.common.configuration","LifecycleRegistry",30,6,"lambda$onShutdown$5",2,"lambda$onShutdown$5",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","MessageType",29,5,"<init>",1,"toString",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","FilteringMessageStream",29,9,"peek",5,"peek",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","OnErrorContinueMessageStream",29,9,"resolveCurrentDelegate",4,"resolveCurrentDelegate",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","MessageStreamResolverUtils",29,22,"resolveToStream",13,"resolveToStream",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","AnnotatedEntityModelRoutingKeyMatcher",29,12,"matches",4,"matches",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.query","AxonServerQueryBusConnector$LocalSegmentAdapter",29,8,"awaitTermination",3,"awaitTermination",""
"axon-common-5.0.2","org.axonframework.common","ConstructorUtils",29,6,"getConstructorFunctionWithZeroArguments",9,"doConstructionWithOptionalArgument",""
"axon-common-5.0.2","org.axonframework.common","Assert",29,3,"isTrue",3,"isTrue",""
"axon-test-5.0.2","org.axonframework.test.matchers","MapStringEntryMatcher",28,14,"matchesSafely",6,"matchesSafely",""
"axon-update-5.0.2","org.axonframework.update","UpdateCheckerHttpClient",28,21,"sendRequest",5,"sendRequest",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.distributed","DistributedQueryBusConfiguration",28,4,"<init>",1,"queryResponseExecutorServiceFactory",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","AvroConverterConfiguration",28,8,"<init>",4,"<init>",""
"axon-update-5.0.2","org.axonframework.update.detection","MachineId",27,17,"initialize",9,"initialize",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling","GenericCommandResultMessage",27,8,"withConvertedPayload",2,"withConvertedPayload",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","GenericSubscriptionQueryUpdateMessage",27,7,"withConvertedPayload",2,"withConvertedPayload",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","MessageStreamUtils$Reducer",27,16,"process",9,"process",""
"axon-modelling-5.0.2","org.axonframework.modelling","HierarchicalStateManager",27,5,"loadManagedEntity",3,"loadManagedEntity",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","InterceptingEventStore",27,8,"<init>",2,"getAndSetDelegateTransaction",""
"axon-update-5.0.2","org.axonframework.update.common","DelayedTask",26,10,"<init>",3,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","TokenSchema$Builder",26,9,"<init>",1,"setSegmentColumn",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventstreaming","OrEventCriteria",26,8,"<init>",3,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","GenericQueryResponseMessage",26,8,"withConvertedPayload",2,"withConvertedPayload",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","GenericQueryMessage",26,8,"withConvertedPayload",2,"withConvertedPayload",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","CloseCallbackMessageStream",26,5,"<init>",4,"invokeCloseHandlerIfClosed",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","RemoteExceptionDescription",26,6,"toString",4,"equals",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","GenericResultMessage",26,8,"withConvertedPayload",4,"asResultMessage",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","InterceptorChainParameterResolverFactory",26,7,"callWithInterceptorChainSync",4,"resolveParameterValue",""
"axon-modelling-5.0.2","org.axonframework.modelling.configuration","ModellingConfigurer",26,4,"<init>",1,"registerQueryHandlingModule",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","StreamingEventMessageStream",26,5,"next",2,"next",""
"axon-update-5.0.2","org.axonframework.update","UpdateCheckerConfigurationEnhancer",25,14,"enhance",2,"enhance",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","JpaEventStoreAutoConfiguration$AggregateBasedJpaEventStorageEngineConfigurationEnhancer",25,12,"lambda$enhance$0",2,"lambda$enhance$0",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","MessageTimerMonitor$Builder",25,4,"<init>",1,"lambda$new$0",""
"axon-common-5.0.2","org.axonframework.common.caching","JCacheAdapter$JCacheListenerAdapter",25,4,"onUpdated",2,"onUpdated",""
"axon-common-5.0.2","org.axonframework.common.caching","JCacheAdapter",25,6,"computeIfPresent",3,"computeIfPresent",""
"axon-tracing-opentelemetry-5.0.2","org.axonframework.extension.tracing.opentelemetry","OpenTelemetrySpanFactory$Builder",25,6,"<init>",3,"build",""
"axon-test-5.0.2","org.axonframework.test.fixture","AxonTestThenEvent",24,4,"exception",2,"exception",""
"axon-test-5.0.2","org.axonframework.test.util","MessageMonitorReport",24,4,"ignoredReports",1,"failure",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork.transaction","TransactionManager",24,8,"executeInTransaction",1,"lambda$attachToProcessingLifecycle$0",""
"axon-common-5.0.2","org.axonframework.common","BuilderUtils",24,2,"assertPositive",3,"lambda$assertNonBlank$5",""
"axon-common-5.0.2","org.axonframework.common.property","PropertyAccessStrategy",24,7,"<clinit>",3,"getProperty",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","EventSchedulingProcessingContext",23,4,"<init>",2,"on",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.tracing","DefaultEventProcessorSpanFactory",23,9,"createProcessEventSpan",5,"createProcessEventSpan",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventstreaming","TagAndTypeFilteredEventCriteria",23,7,"or",4,"or",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","IteratorMessageStream",23,7,"next",3,"hasNextAvailable",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork","LegacyMessageSupportingContext",23,4,"<init>",2,"onError",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.timeout","HandlerTimeoutHandlerEnhancerDefinition",23,9,"wrapHandler",4,"getConfigurationForMember",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing","EventSourcingRepository$EventSourcedEntity",23,7,"ensureInitialState",4,"ensureInitialState",""
"axon-common-5.0.2","org.axonframework.common","TypeReference",23,6,"getTypeAsClass",4,"getTypeAsClass",""
"axon-common-5.0.2","org.axonframework.common","TypeReflectionUtils$VarMap",23,13,"map",7,"map",""
"axon-common-5.0.2","org.axonframework.common.configuration","ComponentRegistry",23,3,"registerIfNotPresent",4,"registerIfNotPresent",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.gateway","ConvertingCommandGateway$ConvertingCommandResult",22,4,"onSuccess",2,"lambda$onSuccess$1",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling","EventSubscribers",22,6,"lambda$subscribe$0",3,"subscribe",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","WrappedTrackerStatus",22,6,"equals",4,"equals",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventstreaming","TagFilteredEventCriteria",22,7,"or",4,"or",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","SimpleHandlerAttributes",22,7,"mergedWith",4,"equals",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","QualifiedName",22,4,"<init>",2,"combineNames",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","MultiParameterResolverFactory",22,8,"flatten",3,"flatten",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.timeout","TaskTimeoutSettings",22,8,"<init>",1,"setWarningThresholdMs",""
"axon-conversion-5.0.2","org.axonframework.conversion","CachingSupplier",22,5,"<init>",2,"get",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","MetadataConverter",22,6,"convertFromMetaDataValue",6,"convertFromMetaDataValue",""
"axon-common-5.0.2","org.axonframework.common","IdentifierFactory",22,12,"<clinit>",3,"<clinit>",""
"axon-common-5.0.2","org.axonframework.common","ObjectUtils",22,3,"getOrDefault",3,"getNonEmptyOrDefault",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","DistributedCommandBusProperties$JGroupsProperties",21,6,"<init>",1,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","TokenSchema",21,10,"<init>",1,"tokenColumn",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","Coordinator$RunState",21,6,"<init>",3,"attemptStop",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","EmptyMessageStream",21,4,"onComplete",2,"onComplete",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","MultiHandlerEnhancerDefinition",21,8,"flatten",3,"flatten",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","MessageTimerMonitor",21,8,"<init>",1,"<init>",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer.reservoir","SlidingTimeWindowReservoir",21,7,"<init>",3,"getTick",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","GlobalIndexConsistencyMarker",21,7,"position",5,"position",""
"axon-common-5.0.2","org.axonframework.common","DateTimeUtils",21,17,"<clinit>",1,"formatInstant",""
"axon-common-5.0.2","org.axonframework.common.property","AbstractMethodPropertyAccessStrategy",21,7,"propertyFor",4,"isNotReturningVoid",""
"axon-common-5.0.2","org.axonframework.common.digest","Digester",21,7,"pad",3,"pad",""
"axon-test-5.0.2","org.axonframework.test.fixture","RecordingCommandBus",20,4,"<init>",1,"reset",""
"axon-test-5.0.2","org.axonframework.test.matchers","SequenceMatcher",20,16,"matchesList",8,"matchesList",""
"axon-update-5.0.2","org.axonframework.update.api","Artifact",20,13,"shortGroupId",7,"shortGroupId",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.distributed","DistributedCommandBusConfiguration",20,4,"<init>",1,"<clinit>",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.gateway","DefaultCommandGateway",20,8,"asCommandMessage",3,"asCommandMessage",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.tracing","DefaultCommandBusSpanFactory",20,5,"createHandleCommandSpan",3,"createHandleCommandSpan",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","NamespaceMessageTypeResolver$Builder",20,8,"message",3,"message",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","FailedMessageStream",20,3,"<init>",1,"reduce",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.timeout","TimeoutWrappedMessageHandlingMember",20,12,"handleSync",4,"handleSync",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","EventProcessorLatencyMonitor$Builder",20,3,"<init>",1,"<init>",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","AbstractEntityChildModelDefinition",20,13,"createChildDefinition",3,"createChildDefinition",""
"axon-modelling-5.0.2","org.axonframework.modelling.repository","InMemoryRepository",20,6,"<init>",2,"lambda$new$1",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","GrpcMessageSizeInterceptor$1",20,17,"sendMessage",6,"sendMessage",""
"axon-common-5.0.2","org.axonframework.common","FutureUtils",20,4,"lambda$alsoComplete$0",3,"unwrap",""
"axon-common-5.0.2","org.axonframework.common.configuration","ComponentDefinition",20,3,"lambda$onShutdown$3",1,"onStart",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","TimeoutProperties$TransactionTimeoutProperties",19,6,"<init>",1,"setEventProcessors",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.interception","InterceptingCommandBus",19,8,"<init>",3,"dispatchCommand",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.retry","RetryingCommandBus",19,4,"<init>",1,"dispatch",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.replay","GenericResetContext",19,7,"withConvertedPayload",2,"withConvertedPayload",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","SequencingEventHandlingComponent",19,7,"handle",2,"chainedSequenceInvocations",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","TruncateFirstMessageStream",19,5,"next",3,"isCompleted",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","SimpleContext",19,6,"equals",4,"equals",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","LoggingInterceptor",19,4,"lambda$interceptOnHandle$0",1,"interceptOnDispatch",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception.annotation","ResultParameterResolverFactory",19,7,"callWithResult",3,"createInstance",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork","ProcessingLifecycle",19,3,"doFinally",1,"runOnCommit",""
"axon-messaging-5.0.2","org.axonframework.messaging.tracing","TracingHandlerEnhancerDefinition",19,7,"wrapHandler",4,"wrapHandler",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","EventProcessorLatencyMonitor",19,8,"<init>",2,"onMessageIngested",""
"axon-modelling-5.0.2","org.axonframework.modelling.annotation","InjectEntityParameterResolverFactory",19,11,"createInstance",5,"getEntityIdResolver",""
"axon-modelling-5.0.2","org.axonframework.modelling.annotation","InjectEntityParameterResolver",19,12,"resolveParameterValue",4,"resolveParameterValue",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","AggregateSequenceNumberPosition",19,5,"<init>",7,"min",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.jdbc","JdbcTransactionalExecutorProvider$1",19,15,"applyInTx",7,"applyInTx",""
"axon-common-5.0.2","org.axonframework.common.configuration","LazyInitializedComponentDefinition",19,8,"doResolve",3,"doResolve",""
"axon-test-5.0.2","org.axonframework.test.matchers","ListWithAnyOfMatcher",18,12,"matchesList",5,"matchesList",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","TimeoutProperties$MessageHandlerTimeoutProperties",18,5,"<init>",1,"setCommands",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.distributed","DistributedCommandBus",18,8,"<init>",1,"<clinit>",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.gateway","ProcessingContextEventAppender",18,8,"append",1,"append",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","DefaultWorkPackageEventFilter",18,10,"canHandle",4,"canHandle",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.distributed","DistributedQueryBus$DistributedHandler",18,8,"query",2,"lambda$query$0",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","MessageStream$Empty",18,1,"map",1,"map",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","AnnotationMessageTypeResolver",18,6,"lambda$resolve$0",2,"lambda$resolve$1",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","DefaultParameterResolverFactory",18,16,"createInstance",6,"createInstance",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","JSR303ViolationException",18,14,"convert",4,"convert",""
"axon-metrics-micrometer-5.0.2","org.axonframework.extension.metrics.micrometer","MessageCountingMonitor",18,8,"onMessageIngested",1,"<init>",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","PayloadBasedTagResolver",18,5,"resolve",2,"resolve",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.configuration","EventSourcingConfigurationDefaults",18,6,"enhance",2,"lambda$enhance$0",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","AxonServerException",18,5,"<init>",1,"<init>",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","AxonServerConfiguration$FlowControlConfiguration",18,5,"<init>",3,"getNewPermitsThreshold",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","ExceptionConverter",18,10,"convertToErrorMessage",6,"convertToErrorMessage",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","AxonServerEventStorageEngineFactory",18,4,"constructForContext",2,"contextNameFrom",""
"axon-common-5.0.2","org.axonframework.common.lock","PessimisticLockFactory$Builder",18,5,"<init>",3,"acquireAttempts",""
"axon-common-5.0.2","org.axonframework.common.configuration","Component$Identifier",18,5,"<init>",3,"matches",""
"axon-test-5.0.2","org.axonframework.test.matchers","Matchers",17,2,"<init>",1,"listWithAllOf",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","DistributedCommandBusProperties",17,5,"<init>",1,"setLoadFactor",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator.axonserver","AxonServerHealthIndicator",17,7,"doHealthCheck",3,"doHealthCheck",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","ConfigToken",17,6,"equals",4,"equals",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","JdbcTokenStoreConfiguration",17,3,"<init>",1,"nodeId",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","JpaTokenStoreConfiguration",17,3,"<init>",1,"loadingLockMode",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","EventTrackerStatus",17,7,"isDifferent",8,"isDifferent",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.tracing","TracingEventHandlingComponent",17,11,"handle",3,"handle",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.tracing","DefaultEventProcessorSpanFactory$Builder",17,4,"validate",2,"validate",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventstreaming","Tag",17,4,"<init>",1,"lambda$new$1",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","SubscriptionQueryUpdateMessage",17,1,"withConvertedPayload",1,"withConvertedPayload",""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.distributed","DistributedQueryBusConfigurationEnhancer",17,6,"lambda$queryBusDecoratorDefinition$2",2,"lambda$queryBusDecoratorDefinition$2",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","FluxUtils$FluxStreamAdapter",17,12,"process",7,"process",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","AbstractAnnotatedParameterResolverFactory",17,9,"createInstance",5,"createInstance",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","GlobalIndexPosition",17,4,"min",7,"min",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","AxonServerEventStorageEngine$AxonServerAppendTransaction",17,3,"afterCommit",1,"afterCommit",""
"axon-common-5.0.2","org.axonframework.common.util","PriorityRunnable",17,6,"equals",7,"equals",""
"axon-test-5.0.2","org.axonframework.test.matchers","PayloadsMatcher",16,9,"matches",4,"matches",""
"axon-test-5.0.2","org.axonframework.test.matchers","MapStringEntryMatcher$Matching",16,8,"matches",5,"matches",""
"axon-update-5.0.2","org.axonframework.update.configuration","HierarchicalUsagePropertyProvider",16,6,"<init>",1,"getDisabled",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.autoconfig","AvroSchemaStoreAutoConfiguration",16,10,"collectAvroSchemasFromClassPath",3,"collectAvroSchemasFromClassPath",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.distributed","DistributedCommandBusConfigurationEnhancer",16,6,"lambda$commandBusDecoratorDefinition$2",2,"lambda$commandBusDecoratorDefinition$2",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.configuration","DefaultEventHandlingComponentsConfigurer",16,7,"decorated",2,"decorated",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","FluxUtils",16,5,"lambda$of$1",1,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","FluxMessageStream$1",16,4,"onComplete",1,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","SimpleEntry",16,3,"<init>",1,"withResource",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","WrappedMessageHandlingMember",16,5,"unwrap",3,"unwrap",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver",16,8,"matches",6,"matches",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","BeanValidationInterceptor",16,4,"interceptOrContinue",2,"interceptOrContinue",""
"axon-messaging-5.0.2","org.axonframework.messaging.tracing","MultiSpanFactory$MultiSpan",16,3,"<init>",1,"makeCurrent",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","RoutingKeyUtils",16,8,"getMessageRoutingKey",3,"getMessageRoutingKey",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","AnnotatedEntityIdResolver",16,6,"<init>",3,"resolve",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.child","SingleEntityChildMetamodel",16,5,"applyEvolvedChildEntities",4,"applyEvolvedChildEntities",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","Handlers",16,4,"getOrDefault",3,"lambda$register$3",""
"axon-common-5.0.2","org.axonframework.common.util","PriorityCallable",16,6,"equals",7,"equals",""
"axon-test-5.0.2","org.axonframework.test.util","DescriptionUtils",15,13,"describe",5,"describe",""
"axon-test-5.0.2","org.axonframework.test.matchers","ListWithAllOfMatcher",15,11,"matchesList",5,"matchesList",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling","UnresolvedRoutingKeyPolicy",15,4,"<clinit>",2,"lambda$static$0",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.tracing","TracingCommandBus",15,4,"<init>",1,"lambda$dispatch$0",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","CoordinatorTask",15,5,"complete",2,"complete",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.configuration","EventBusConfigurationDefaults",15,5,"lambda$registerDecorators$0",2,"lambda$registerDecorators$0",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventstreaming","EventCriteria",15,6,"havingTags",4,"havingTags",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","MessageStream$Single",15,1,"onNext",1,"onNext",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","HandlerExecutionException",15,5,"resolveDetails",4,"resolveDetails",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","MessageStreamUtils$FirstResult",15,8,"process",6,"process",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception.annotation","MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember",15,8,"<init>",4,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork","SimpleUnitOfWorkFactory",15,6,"create",2,"create",""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","ByteArrayToGenericRecordConverter",15,8,"convert",4,"convert",""
"axon-modelling-5.0.2","org.axonframework.modelling","PropertyBasedEntityIdResolver",15,7,"resolve",3,"getObjectProperty",""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","StreamSpliterator",15,11,"tryAdvance",5,"tryAdvance",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.event","AggregateBasedAxonServerEventStorageEngine$1",15,3,"commit",3,"lambda$translateConflictException$2",""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","AxonServerCommandDispatchException",15,5,"<init>",1,"getExceptionDescriptions",""
"axon-common-5.0.2","org.axonframework.common","AxonThreadFactory",15,6,"<init>",3,"<init>",""
"axon-common-5.0.2","org.axonframework.common.configuration","DefaultDecoratorDefinition",15,6,"<init>",1,"matches",""
"axon-common-5.0.2","org.axonframework.common.configuration","HierarchicalConfiguration",15,4,"<init>",1,"getConfiguration",""
"axon-test-5.0.2","org.axonframework.test.fixture","AxonTestFixture$Customization",14,3,"registerFieldFilter",2,"axonServerDisabled",""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot","JpaEventStorageEngineConfigurationProperties",14,8,"<init>",1,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.annotation","MethodCommandHandlerDefinition$MethodCommandHandlingMember",14,9,"<init>",6,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.replay.annotation","ReplayAwareMessageHandlerWrapper",14,6,"wrapHandler",2,"wrapHandler",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.conversion","DelegatingEventConverter",14,4,"<init>",2,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","GenericTokenTableFactory",14,10,"createTable",1,"createTable",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","SequenceOverridingEventHandlingComponent",14,4,"<init>",1,"sequenceIdentifierFor",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","AddedTrackerStatus",14,11,"toString",1,"trackerAdded",""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","RemovedTrackerStatus",14,11,"toString",1,"trackerRemoved",""
"axon-messaging-5.0.2","org.axonframework.messaging.core","Metadata$MetadataCollector",14,3,"lambda$combiner$1",1,"supplier",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","ChainedMessageHandlerInterceptorMember",14,6,"<init>",2,"<init>",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.retry","AsyncRetryScheduler",14,6,"scheduleRetry",2,"scheduleRetry",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork","ProcessingLifecycle$DefaultPhases",14,7,"<clinit>",1,"valueOf",""
"axon-messaging-5.0.2","org.axonframework.messaging.core.configuration.reflection","ParameterResolverFactoryUtils",14,7,"registerToComponentRegistry",2,"registerToComponentRegistry",""
"axon-conversion-5.0.2","org.axonframework.conversion","ChainedConverter$Route",14,5,"<init>",1,"lambda$joinedWith$0",""
"axon-conversion-5.0.2","org.axonframework.conversion.converter","InputStreamToByteArrayConverter",14,5,"convert",4,"convert",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","RoutingKeyCommandTargetResolverDefinition",14,13,"createCommandTargetResolver",6,"createCommandTargetResolver",""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","RoutingKeyCommandTargetResolver",14,10,"getTargetChildEntity",4,"getTargetChildEntity",""
"axon-common-5.0.2","org.axonframework.common.caching","EhCacheAdapter$CacheEventListenerAdapter",14,11,"onEvent",8,"onEvent",""
"axon-test-5.0.2","org.axonframework.test","AxonAssertionError",13,5,"cleanStackTrace",3,"cleanStackTrace",""
