"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies.cypher"
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay",0.6,12,3,"EventHandlingComponent->ReplayStatusChanged,EventHandlingComponent->ReplayStatusChangedHandler,EventHandlingComponent->ResetHandler,EventHandlingComponent->ResetContext,SimpleEventHandlingComponent->ReplayStatusChangedHandler,SimpleEventHandlingComponent->ResetHandler,SimpleEventHandlingComponent->ReplayStatusChanged,SimpleEventHandlingComponent->ResetContext,SimpleEventHandlingComponent->ReplayStatusChangedHandlerRegistry","ReplayBlockingEventHandlingComponent->DelegatingEventHandlingComponent,ReplayBlockingEventHandlingComponent->EventHandlingComponent,ReplayBlockingEventHandlingComponent->EventMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation",0.5,15,5,"ResultParameterResolverFactory$ExceptionResultParameterResolver->ParameterResolver,MessageHandlerInterceptor->MessageHandler,ResultHandler->HasHandlerAttributes,ResultParameterResolverFactory->ParameterResolverFactory,ResultParameterResolverFactory->ParameterResolver,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->WrappedMessageHandlingMember,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->MessageHandlingMember,MessageInterceptingMember->MessageHandlingMember,NoMoreInterceptors->MessageHandlingMember","ChainedMessageHandlerInterceptorMember->MessageHandlerInterceptorMemberChain,ChainedMessageHandlerInterceptorMember->NoMoreInterceptors,AnnotatedHandlerInspector->MessageHandlerInterceptorMemberChain,AnnotatedHandlerInspector->NoMoreInterceptors,AnnotatedHandlerInspector->MessageInterceptingMember",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api",0.3333333333333333,2,1,"SnapshotEventMessage->Snapshot,SnapshotCapableEventStorageEngine->Snapshot","Snapshot->Position",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration",0.3333333333333333,2,1,"MessagingConfigurer->EventBusConfigurationDefaults,MessagingConfigurer->EventProcessingConfigurer","EventProcessingConfigurer->MessagingConfigurer",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing",0.3333333333333333,4,2,"SimpleEventHandlingComponent->SequencingPolicy,SimpleEventHandlingComponent->SequentialPerAggregatePolicy,SimpleEventHandlingComponent->HierarchicalSequencingPolicy,SimpleEventHandlingComponent->SequentialPolicy","SequentialPerAggregatePolicy->EventMessage,ExtractionSequencingPolicy->EventMessage",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing",0.25,5,3,"InitializingEntityEvolver->EventSourcedEntityFactory,InitializingEntityEvolver->EntityMissingAfterFirstEventException,InitializingEntityEvolver->EntityMissingAfterLoadOrCreateException,SimpleEntityLifecycleHandler->CriteriaResolver,SnapshottingEntityLifecycleHandler->CriteriaResolver","EventSourcingRepository->InitializingEntityEvolver,EventSourcingRepository->EntityLifecycleHandler,EventSourcingRepository->SimpleEntityLifecycleHandler",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation",0.2,3,2,"AnnotatedEntityIdResolverDefinition->EntityIdResolverDefinition,AnnotatedEntityIdResolverDefinition->AnnotationBasedEntityIdResolver,AnnotatedEntityMetamodel->AnnotationBasedEntityEvolvingComponent","EntityIdResolverDefinition->AnnotatedEntityMetamodel,AnnotationBasedEntityIdResolverDefinition->AnnotatedEntityMetamodel",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","axon-modelling-5.1.2","org.axonframework.modelling.entity",0.14285714285714285,8,6,"ListEntityChildMetamodel->EntityMetamodel,ListEntityChildMetamodel$Builder->EntityMetamodel,SingleEntityChildMetamodel->EntityMetamodel,EntityChildMetamodel->EntityMetamodel,SingleEntityChildMetamodel$Builder->EntityMetamodel,AbstractEntityChildMetamodel->ChildEntityNotFoundException,AbstractEntityChildMetamodel->EntityMetamodel,AbstractEntityChildMetamodel$Builder->EntityMetamodel","PolymorphicEntityMetamodel$Builder->EntityChildMetamodel,PolymorphicEntityMetamodelBuilder->EntityChildMetamodel,EntityMetamodelBuilder->EntityChildMetamodel,ConcreteEntityMetamodel->EntityChildMetamodel,ConcreteEntityMetamodel->ChildAmbiguityException,ConcreteEntityMetamodel$Builder->EntityChildMetamodel",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","axon-messaging-5.1.2","org.axonframework.messaging.core",0.1111111111111111,10,8,"ResourceOverridingProcessingContext->Context$ResourceKey,ProcessingContext->ApplicationContext,ProcessingContext->Context$ResourceKey,ProcessingContext->Context,UnitOfWork$UnitOfWorkProcessingContext->Context$ResourceKey,UnitOfWork$UnitOfWorkProcessingContext->ApplicationContext,UnitOfWork->ApplicationContext,SimpleUnitOfWorkFactory->ApplicationContext,LegacyMessageSupportingContext->Context$ResourceKey","MessageDispatchInterceptor->ProcessingContext,DefaultMessageDispatchInterceptorChain->ProcessingContext,DefaultMessageDispatchInterceptorChain$InterceptingDispatcher->ProcessingContext,MessageHandlerInterceptorChain->ProcessingContext,MessageDispatchInterceptorChain->ProcessingContext,SubscribableEventSource->ProcessingContext,Message->ProcessingContext,MessageHandlerInterceptor->ProcessingContext",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation",0,1,1,"AnnotationBasedEventSourcedEntityFactoryDefinition->EventSourcedEntityFactoryDefinition","EventSourcedEntity->AnnotationBasedEventSourcedEntityFactoryDefinition",""
