"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer,ViteNodeServer.fetchModule,ViteNodeServer.resolveId,ViteNodeServer.getSourceMap",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"BabelFileResult.code,transformSync",""
"useJavascript","prettier",2,2,1,6,5,600,"prettier,format",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.put,ArcTable.delete,ArcTable.get",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"tables,functions",""
"is-react-router-repo","dist",4,6,1,5,2,500,"path.resolve,path.basename,path.dirname,dist",""
"is-react-router-repo","@types/globals",1,1,1,5,2,500,"global.NodeRequire.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.resolve,path.PlatformPath.relative",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,".existsSync,node:fs",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,4,1,5,2,500,"path.PlatformPath.isAbsolute,path.PlatformPath.join,path.PlatformPath.posix,path.PlatformPath.relative",""
"resolve-file-url","node",1,2,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".writeFile,.unlink,.mkdir,.readFile",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.BufferConstructor.from,global.Buffer.toString",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.dirname,path.PlatformPath.join",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,3,400,"UserConfig,loadEnv,UserConfig.envDir",""
"load-dotenv","@types/process",1,1,1,4,3,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,91,2,8,2,400,"cursor.to,cursor.restore,erase,erase.line,cursor.down,cursor.save,cursor.move",""
"prompts-text","readline",1,13,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"Crypto.getRandomValues,KVNamespace.delete,KVNamespace.get,KVNamespace.put",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"Response,EventContext,EventContext.passThroughOnException,EventContext.waitUntil,Request.cf,EventContext.request,Headers.delete,Request.headers,EventContext.env,Response.status,Request.url,Request.clone,Console.error,Response.body,CfProperties,Request,IncomingRequestCfProperties,CacheStorage,Crypto.getRandomValues,KVNamespace.delete,KVNamespace.get,KVNamespace.put",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"Headers.delete,Request.headers,EventContext,EventContext.env,Response.status,Request.url,Response,Request.clone,Console.error,EventContext.request,Response.body,EventContext.passThroughOnException,EventContext.waitUntil,Request.cf,CfProperties,Request,IncomingRequestCfProperties,CacheStorage",""
"has-rsc-plugin","node",3,3,1,3,2,300,"ResolvedConfig.plugins,resolveConfig,Plugin.name",""
"optimize-deps-entries","node",2,2,1,3,2,300,"version,normalizePath",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",5,7,3,9,5,300,"Session.connect,Session.post,.Session,Session",""
"profiler","node:fs",2,2,3,9,5,300,".writeFileSync,node:fs",""
"profiler","@types/path",1,1,3,9,5,300,"path.PlatformPath.resolve",""
"profiler","node:path",1,1,3,9,5,300,"node:path",""
"profiler","picocolors",1,3,3,9,5,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"dist,path.resolve",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"VariableDeclaration.declarations,VariableDeclarator.init,LVal.type,Identifier.name,VariableDeclarator.id,StringLiteral.value",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.stop,NodePath.node",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"Plugin,Plugin.name,ResolvedConfig.plugins",""
"dev","node",9,14,5,13,5,260,"Logger.info,ViteDevServer.config,ViteDevServer.listen,ResolvedConfig.plugins,ResolvedConfig.logger,ViteDevServer.bindCLIShortcuts,Plugin.name,ViteDevServer.printUrls,createServer",""
"dev","@types/process",3,3,5,13,5,260,"global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env",""
"dev","picocolors",1,1,5,13,5,260,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage,Connect.IncomingMessage.originalUrl,Connect.IncomingMessage.url",""
"node-adapter","http",3,3,2,5,2,250,"IncomingMessage,ServerResponse",""
"prompts-multi-select","sisteransi",4,52,2,5,2,250,"cursor.to,erase.line,erase,cursor.hide",""
"prompts-multi-select","readline",1,13,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyResultV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.put,ArcTable.delete,ArcTable.get",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"tables,functions",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Context,Callback",""
"react-router-node","@types/stream",9,10,7,17,8,242.85714285714286,"Stream.Writable.write,Stream.Writable.destroy,Stream.Writable.end,Stream.Writable,Stream.Readable",""
"react-router-node","@types/buffer",4,4,7,17,8,242.85714285714286,"global.BufferConstructor.concat,global.Buffer.toString,global.BufferConstructor.from",""
"react-router-node","promises",4,7,7,17,8,242.85714285714286,".writeFile,.unlink,.mkdir,.readFile",""
"react-router-node","@mjackson/node-fetch-server",2,5,7,17,8,242.85714285714286,"ClientAddress,createRequestListener",""
"react-router-node","@types/path",1,2,7,17,8,242.85714285714286,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,17,8,242.85714285714286,"RequestListener",""
"react-router-node","node:fs",1,7,7,17,8,242.85714285714286,"promises",""
"config","dist",15,43,13,31,15,238.46153846153848,"dist,path.dirname,PackageJson.dependencies,path.resolve,path.join,path.relative,ModuleCacheMap.clear,path.normalize,ViteNodeRunner.moduleCache",""
"config","esm",5,6,13,31,15,238.46153846153848,"_default.watch,FSWatcher.unwatch,FSWatcher.add,esm,FSWatcher.on",""
"config","node",5,8,13,31,15,238.46153846153848,"createLogger,ModuleGraph.invalidateAll,ModuleGraph.getModuleById,ViteDevServer.moduleGraph,ViteDevServer.close",""
"config","@types/process",3,3,13,31,15,238.46153846153848,"global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.cwd,global.NodeJS.Process.env",""
"config","@types/globals",2,2,13,31,15,238.46153846153848,"global.NodeRequire.resolve",""
"config","fs",2,2,13,31,15,238.46153846153848,"Stats.isDirectory,Stats.isFile",""
"config","node:fs",2,2,13,31,15,238.46153846153848,".statSync,node:fs",""
"config","@types/isEqual",1,2,13,31,15,238.46153846153848,"isEqual",""
"config","@types/pick",1,1,13,31,15,238.46153846153848,"pick",""
"config","node:child_process",1,1,13,31,15,238.46153846153848,"execSync",""
"config","picocolors",1,1,13,31,15,238.46153846153848,"picocolors",""
"commands","@types/path",3,6,5,10,8,200,"path.PlatformPath.relative,path.PlatformPath.dirname,path.PlatformPath.resolve",""
"commands","@types/process",2,2,5,10,8,200,"global.NodeJS.Process.exit",""
"commands","picocolors",2,6,5,10,8,200,"picocolors",""
"commands","@types/globals",1,1,5,10,8,200,"global.NodeRequire.resolve",""
"commands","dist",1,1,5,10,8,200,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,10,8,200,"exit-hook",""
"commands","node",1,1,5,10,8,200,"createLogger",""
"commands","promises",1,2,5,10,8,200,"writeFile",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prompts-select","sisteransi",4,52,3,6,3,200,"erase.line,cursor.to,erase,cursor.hide",""
"prompts-select","@types/timers",1,13,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,13,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"prerender","node",4,4,6,11,5,183.33333333333334,"PreviewServer.httpServer,Plugin,HttpServer.close,ResolvedConfig.root",""
"prerender","@types/path",3,3,6,11,5,183.33333333333334,"path.PlatformPath.relative,path.PlatformPath.dirname,path.PlatformPath.join",""
"prerender","promises",2,2,6,11,5,183.33333333333334,"mkdir,writeFile",""
"prerender","node:path",1,3,6,11,5,183.33333333333334,"node:path",""
"prerender","p-map",1,1,6,11,5,183.33333333333334,"p-map",""
"stream","@types/stream",9,10,4,7,3,175,"Stream.Writable.end,Stream.Writable.destroy,Stream.Writable.write,Stream.Writable,Stream.Readable",""
"stream","@types/buffer",2,2,4,7,3,175,"global.BufferConstructor.concat,global.Buffer.toString",""
"prompts-confirm","sisteransi",4,52,3,5,2,166.66666666666669,"erase,cursor.hide,erase.line,cursor.to",""
"prompts-confirm","readline",1,13,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.NextFunction,e.Request,e.Response",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,".rm,promises",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"red,green",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,26,2,3,2,150,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"create-react-router","node:process",1,52,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.sep,path.PlatformPath.win32",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"route-chunks","@babel/lib",32,65,12,18,3,150,"ExportNamedDeclaration.declaration,VariableDeclaration.declarations,isClassDeclaration,isNodesEquivalent,File.program,ImportDeclaration.specifiers,isExportAllDeclaration,Program.body,Identifier.name,isImportDeclaration,isExportDefaultDeclaration,ExportNamedDeclaration.specifiers,isVariableDeclaration,isFunctionDeclaration,isExportNamedDeclaration,isExportDeclaration",""
"route-chunks","@types/babel__generator",5,5,12,18,3,150,"GeneratorOptions,GeneratorResult",""
"routes","dist",30,96,19,27,4,142.10526315789474,"resolve,safeParse,flatten,string,StringSchema,BaseSchema,CustomSchema,object,NotValueAction,BaseIssue,boolean,ArraySchema,LazySchema,OptionalSchema,CustomIssue,notValue,pipe,SchemaWithPipe,custom,lazy,BooleanSchema,optional,array,ObjectSchema,relative,isAbsolute",""
"routes","@types/pick",3,3,19,27,4,142.10526315789474,"pick",""
"server","@types/express",20,24,40,50,13,125,"e.Request,e.Response,e.Request.originalUrl,e.Request.method,e.Response.on,e.Request.headers,e.Request.get,e.Request.hostname,e.Request.protocol,e.Response.append,e.Response.flushHeaders,e.Response.end,e.Response.statusMessage,e.Response.status,e.NextFunction",""
"server","@types/api-gateway-proxy",18,25,40,50,13,125,"APIGatewayProxyEventHeaders,APIGatewayEventRequestContextV2.http,APIGatewayProxyEventHeaders.host,APIGatewayProxyEventV2.cookies,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventV2.headers,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayProxyEventV2.body,APIGatewayProxyEventV2,APIGatewayProxyEventV2.requestContext,APIGatewayProxyStructuredResultV2,APIGatewayProxyResultV2",""
"server","@types/react",6,22,40,50,13,125,"React.ReactElement,React.ReactNode,React.createElement,React.Fragment,React.FunctionComponent,React.ComponentClass",""
"server","async_hooks",4,4,40,50,13,125,"AsyncLocalStorage.getStore",""
"server","@types/express-serve-static-core",3,3,40,50,13,125,"ParamsDictionary",""
"server","@types/qs",3,3,40,50,13,125,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,5,40,50,13,125,"createRequestListener,ClientAddress",""
"server","@types/buffer",2,3,40,50,13,125,"global.BufferConstructor.from,global.Buffer.toString",""
"server","@types/handler",2,2,40,50,13,125,"Context,Callback",""
"server","@types/process",2,2,40,50,13,125,"global.NodeJS.ProcessEnv.ARC_SANDBOX,global.NodeJS.Process.env",""
"server","http",2,2,40,50,13,125,"RequestListener,IncomingHttpHeaders",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,40,50,13,125,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,40,50,13,125,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.dirname,path.PlatformPath.posix,path.PlatformPath.relative,path.PlatformPath.extname,path.PlatformPath.join,path.PlatformPath.win32,path.PlatformPath.sep",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.isFile,Dirent.isDirectory,Dirent.name",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,"node:fs,.existsSync,.readdirSync",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"copy-template","node:url",2,2,2,2,1,100,"node:url,.fileURLToPath",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/globals",1,1,1,1,1,100,"global.NodeRequire.resolve",""
"virtual-route-modules","@types/babel__generator",1,1,4,3,3,75,"GeneratorResult",""
"virtual-route-modules","lexer",1,1,4,3,3,75,"parse",""
"virtual-route-modules","node",1,1,4,3,3,75,"Environment",""
"cookies","dist",6,12,6,4,2,66.66666666666667,"parse,serialize,ParseOptions,SerializeOptions",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"context","@types/react",27,45,21,9,1,42.857142857142854,"React.createContext,React.Context,React.ReactElement,React.ReactNode,React.Context.Provider,React.FunctionComponentElement,React.ProviderProps,React.createElement,React.useContext",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"sessions","dist",6,17,11,4,1,36.36363636363637,"SerializeOptions,ParseOptions,SerializeOptions.expires,SerializeOptions.maxAge",""
"utils","@types/process",7,9,144,29,12,20.13888888888889,"global.NodeJS.WriteStream,global.NodeJS.Process.stdout,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.TERM,global.NodeJS.Process.stderr",""
"utils","@types/react",6,27,144,29,12,20.13888888888889,"React.ComponentClass,React.ReactNode,React.FunctionComponent",""
"utils","node:fs",6,6,144,29,12,20.13888888888889,".promises,node:fs",""
"utils","sisteransi",5,6,144,29,12,20.13888888888889,"erase.lines,erase.line,cursor,erase,cursor.to",""
