"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"plugin","@types/babel__core",3,3,18,134,26,744.4444444444445,"transformAsync,BabelFileResult.code,BabelFileResult.map",""
"plugin","picocolors",3,15,18,134,26,744.4444444444445,"picocolors",""
"plugin","rollup",3,5,18,134,26,744.4444444444445,"PluginContext.environment,ResolvedId.id,PluginContext.resolve",""
"plugin","@types/babel__generator",2,2,18,134,26,744.4444444444445,"GeneratorResult.code,GeneratorResult",""
"plugin","@types/module",2,3,18,134,26,744.4444444444445,"global.NodeJS.Require.resolve",""
"plugin","crypto",2,2,18,134,26,744.4444444444445,"Hash.update,Hash.digest",""
"plugin","lexer",2,2,18,134,26,744.4444444444445,"init",""
"plugin","@types/buffer",1,1,18,134,26,744.4444444444445,"global.NonSharedBuffer.toString",""
"plugin","@types/jsesc",1,2,18,134,26,744.4444444444445,"jsesc",""
"plugin","@types/kebabCase",1,1,18,134,26,744.4444444444445,"kebabCase",""
"plugin","@types/pick",1,1,18,134,26,744.4444444444445,"pick",""
"plugin","module-runner",1,1,18,134,26,744.4444444444445,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,134,26,744.4444444444445,"createHash",""
"plugin","node:url",1,2,18,134,26,744.4444444444445,".pathToFileURL",""
"plugin","url",1,2,18,134,26,744.4444444444445,"URL.href",""
"prompts-prompt-base","@types/process",4,52,2,14,6,700,"global.NodeJS.Process.stdin,global.NodeJS.Process.stdout,global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"prompts-prompt-base","node:readline",3,52,2,14,6,700,".emitKeypressEvents,.createInterface,node:readline",""
"prompts-prompt-base","sisteransi",3,39,2,14,6,700,"beep,cursor.show,cursor",""
"prompts-prompt-base","node:process",2,78,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,26,2,14,6,700,"Key,Interface.close",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ResolvedConfig.root,ResolvedConfig.base,createServer,Logger,ViteDevServer.pluginContainer,PluginContainer.buildStart,ViteDevServer.config,ViteDevServer",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer.fetchModule,ViteNodeServer.getSourceMap,ViteNodeServer.resolveId,ViteNodeServer",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"transformSync,BabelFileResult.code",""
"useJavascript","prettier",2,2,1,6,5,600,"prettier,format",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.put,ArcTable.get,ArcTable.delete",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"functions,tables",""
"is-react-router-repo","dist",4,6,1,5,2,500,"path.resolve,path.dirname,dist,path.basename",""
"is-react-router-repo","@types/module",1,1,1,5,2,500,"global.NodeJS.Require.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.resolve,path.PlatformPath.relative",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,".existsSync,node:fs",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,6,1,5,2,500,"path.PlatformPath.isAbsolute,path.PlatformPath.join,path.PlatformPath.relative,path.PlatformPath.posix",""
"resolve-file-url","node",1,3,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".writeFile,.unlink,.readFile,.mkdir",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.Buffer.toString,global.BufferConstructor.from",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.join,path.PlatformPath.dirname",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,2,400,"UserConfig,loadEnv,UserConfig.envDir",""
"load-dotenv","@types/process",1,1,1,4,2,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,91,2,8,2,400,"erase,cursor.move,cursor.restore,erase.line,cursor.down,cursor.to,cursor.save",""
"prompts-text","readline",1,13,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"Crypto.getRandomValues,KVNamespace.get,KVNamespace.delete,KVNamespace.put",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"Request.cf,EventContext.request,EventContext.passThroughOnException,EventContext.waitUntil,Request,EventContext,CfProperties,IncomingRequestCfProperties,CacheStorage,Crypto.getRandomValues,KVNamespace.get,KVNamespace.delete,KVNamespace.put,Request.url,Request.headers,Response,Response.body,Headers.delete,Console.error,Request.clone,Response.status,EventContext.env",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"Request.url,EventContext,EventContext.request,Request.headers,Response,Response.body,Headers.delete,Console.error,Request.clone,Response.status,EventContext.env,Request,CfProperties,IncomingRequestCfProperties,CacheStorage,Request.cf,EventContext.passThroughOnException,EventContext.waitUntil",""
"has-rsc-plugin","node",3,3,1,3,2,300,"ResolvedConfig.plugins,resolveConfig,Plugin.name",""
"optimize-deps-entries","node",2,2,1,3,2,300,"normalizePath,version",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",4,6,3,9,6,300,"Session.post,Session.connect,Session",""
"profiler","node:fs",2,2,3,9,6,300,"node:fs,.writeFileSync",""
"profiler","@types/path",1,1,3,9,6,300,"path.PlatformPath.resolve",""
"profiler","node:inspector",1,1,3,9,6,300,".Session",""
"profiler","node:path",1,1,3,9,6,300,"node:path",""
"profiler","picocolors",1,3,3,9,6,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"dist,path.resolve",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"StringLiteral.value,VariableDeclarator.init,Identifier.name,VariableDeclaration.declarations,VariableDeclarator.id,LVal.type",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.stop,NodePath.node",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.resolve,path.PlatformPath.relative",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"Plugin.name,Plugin,ResolvedConfig.plugins",""
"dev","node",9,14,5,14,5,280,"ViteDevServer.bindCLIShortcuts,ResolvedConfig.plugins,ViteDevServer.config,ViteDevServer.printUrls,Logger.info,createServer,Plugin.name,ViteDevServer.listen,ResolvedConfig.logger",""
"dev","@types/process",4,5,5,14,5,280,"global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.hasOwnProperty,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST",""
"dev","picocolors",1,1,5,14,5,280,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage,Connect.IncomingMessage.url,Connect.IncomingMessage.originalUrl",""
"node-adapter","http",3,3,2,5,2,250,"IncomingMessage,ServerResponse",""
"prompts-multi-select","sisteransi",4,52,2,5,2,250,"cursor.to,cursor.hide,erase.line,erase",""
"prompts-multi-select","readline",1,13,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayProxyResultV2,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.put,ArcTable.get,ArcTable.delete",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"functions,tables",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Callback,Context",""
"react-router-node","@types/stream",9,10,7,17,8,242.85714285714286,"Stream.Readable,Stream.Writable.destroy,Stream.Writable.end,Stream.Writable,Stream.Writable.write",""
"react-router-node","@types/buffer",4,4,7,17,8,242.85714285714286,"global.Buffer.toString,global.BufferConstructor.from,global.BufferConstructor.concat",""
"react-router-node","promises",4,7,7,17,8,242.85714285714286,".writeFile,.unlink,.readFile,.mkdir",""
"react-router-node","@mjackson/node-fetch-server",2,9,7,17,8,242.85714285714286,"ClientAddress,createRequestListener",""
"react-router-node","@types/path",1,2,7,17,8,242.85714285714286,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,17,8,242.85714285714286,"RequestListener",""
"react-router-node","node:fs",1,7,7,17,8,242.85714285714286,"promises",""
"commands","@types/path",3,9,5,12,9,240,"path.PlatformPath.resolve,path.PlatformPath.dirname,path.PlatformPath.relative",""
"commands","picocolors",2,6,5,12,9,240,"picocolors",""
"commands","promises",2,3,5,12,9,240,"writeFile,copyFile",""
"commands","@types/module",1,1,5,12,9,240,"global.NodeJS.Require.resolve",""
"commands","@types/process",1,1,5,12,9,240,"global.NodeJS.Process.exit",""
"commands","dist",1,1,5,12,9,240,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,12,9,240,"exit-hook",""
"commands","node",1,1,5,12,9,240,"createLogger",""
"commands","node:fs",1,1,5,12,9,240,"existsSync",""
"config","dist",15,43,14,31,15,221.42857142857144,"path.join,path.dirname,path.resolve,dist,PackageJson.dependencies,path.relative,ModuleCacheMap.clear,ViteNodeRunner.moduleCache,path.normalize",""
"config","esm",5,6,14,31,15,221.42857142857144,"_default.watch,FSWatcher.on,FSWatcher.add,esm,FSWatcher.unwatch",""
"config","node",5,8,14,31,15,221.42857142857144,"ModuleGraph.getModuleById,createLogger,ViteDevServer.close,ViteDevServer.moduleGraph,ModuleGraph.invalidateAll",""
"config","@types/process",3,3,14,31,15,221.42857142857144,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.cwd",""
"config","@types/module",2,2,14,31,15,221.42857142857144,"global.NodeJS.Require.resolve",""
"config","fs",2,2,14,31,15,221.42857142857144,"Stats.isFile,Stats.isDirectory",""
"config","node:fs",2,2,14,31,15,221.42857142857144,".statSync,node:fs",""
"config","@types/isEqual",1,2,14,31,15,221.42857142857144,"isEqual",""
"config","@types/pick",1,1,14,31,15,221.42857142857144,"pick",""
"config","node:child_process",1,1,14,31,15,221.42857142857144,"execSync",""
"config","picocolors",1,1,14,31,15,221.42857142857144,"picocolors",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prerender","@types/path",3,3,6,12,6,200,"path.PlatformPath.join,path.PlatformPath.dirname,path.PlatformPath.relative",""
"prerender","node",3,3,6,12,6,200,"Plugin,ResolvedConfig.root,PreviewServer.close",""
"prerender","@types/process",2,6,6,12,6,200,"global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env",""
"prerender","promises",2,2,6,12,6,200,"writeFile,mkdir",""
"prerender","node:path",1,3,6,12,6,200,"node:path",""
"prerender","p-map",1,1,6,12,6,200,"p-map",""
"prompts-select","sisteransi",4,52,3,6,3,200,"cursor.to,cursor.hide,erase,erase.line",""
"prompts-select","@types/timers",1,13,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,13,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"stream","@types/stream",9,10,4,7,3,175,"Stream.Readable,Stream.Writable.destroy,Stream.Writable.end,Stream.Writable,Stream.Writable.write",""
"stream","@types/buffer",2,2,4,7,3,175,"global.Buffer.toString,global.BufferConstructor.concat",""
"prompts-confirm","sisteransi",4,52,3,5,2,166.66666666666669,"erase,erase.line,cursor.hide,cursor.to",""
"prompts-confirm","readline",1,13,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.Request,e.NextFunction,e.Response",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,"promises,.rm",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"red,green",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,26,2,3,2,150,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"create-react-router","node:process",1,52,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.sep,path.PlatformPath.win32",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"routes","dist",30,96,18,27,4,150,"resolve,safeParse,flatten,array,SchemaWithPipe,lazy,BaseSchema,optional,pipe,object,OptionalSchema,ArraySchema,BooleanSchema,NotValueAction,CustomSchema,LazySchema,CustomIssue,StringSchema,boolean,notValue,ObjectSchema,custom,BaseIssue,string,isAbsolute,relative",""
"routes","@types/pick",3,3,18,27,4,150,"pick",""
"route-chunks","@babel/lib",33,66,13,19,3,146.15384615384616,"ExportNamedDeclaration.declaration,Program.body,isExportAllDeclaration,isImportDeclaration,isExportDeclaration,File.program,Identifier.name,isVariableDeclaration,isClassDeclaration,VariableDeclaration.declarations,isFunctionDeclaration,isExportNamedDeclaration,isExportDefaultDeclaration,ExportNamedDeclaration.specifiers,ImportDeclaration.specifiers,isNodesEquivalent,File",""
"route-chunks","@types/babel__generator",5,5,13,19,3,146.15384615384616,"GeneratorOptions,GeneratorResult",""
"server","@types/express",20,24,41,50,14,121.95121951219512,"e.Response,e.Request,e.Response.end,e.Response.flushHeaders,e.Response.append,e.Response.status,e.Response.statusMessage,e.NextFunction,e.Request.protocol,e.Request.hostname,e.Request.originalUrl,e.Response.on,e.Request.headers,e.Request.method,e.Request.get",""
"server","@types/api-gateway-proxy",18,25,41,50,14,121.95121951219512,"APIGatewayProxyResultV2,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyEventV2.headers,APIGatewayProxyEventV2.cookies,APIGatewayProxyEventHeaders.host,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayProxyEventV2.body,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.requestContext,APIGatewayEventRequestContextV2.http,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventHeaders,APIGatewayProxyStructuredResultV2",""
"server","@types/react",6,22,41,50,14,121.95121951219512,"React.Fragment,React.createElement,React.ComponentClass,React.FunctionComponent,React.ReactElement,React.ReactNode",""
"server","async_hooks",4,4,41,50,14,121.95121951219512,"AsyncLocalStorage.getStore",""
"server","@types/express-serve-static-core",3,3,41,50,14,121.95121951219512,"ParamsDictionary",""
"server","@types/qs",3,3,41,50,14,121.95121951219512,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,9,41,50,14,121.95121951219512,"ClientAddress,createRequestListener",""
"server","@types/buffer",2,3,41,50,14,121.95121951219512,"global.BufferConstructor.from,global.Buffer.toString",""
"server","@types/handler",2,2,41,50,14,121.95121951219512,"Callback,Context",""
"server","@types/process",2,2,41,50,14,121.95121951219512,"global.NodeJS.ProcessEnv.ARC_SANDBOX,global.NodeJS.Process.env",""
"server","http",2,2,41,50,14,121.95121951219512,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,41,50,14,121.95121951219512,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,41,50,14,121.95121951219512,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.win32,path.PlatformPath.sep,path.PlatformPath.join,path.PlatformPath.relative,path.PlatformPath.dirname,path.PlatformPath.extname,path.PlatformPath.posix",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.name,Dirent.isDirectory,Dirent.isFile",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,".readdirSync,node:fs,.existsSync",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"cookies","dist",7,19,6,6,2,100,"serialize,parse,Cookies.name,SerializeOptions,ParseOptions,StringifyOptions",""
"copy-template","node:url",2,2,2,2,1,100,"node:url,.fileURLToPath",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/module",1,1,1,1,1,100,"global.NodeJS.Require.resolve",""
"virtual-route-modules","@types/babel__generator",2,2,4,4,2,100,"GeneratorResult,GeneratorResult.code",""
"virtual-route-modules","lexer",2,2,4,4,2,100,"parse,init",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"sessions","dist",6,32,11,5,1,45.45454545454546,"SerializeOptions.maxAge,SerializeOptions.expires,ParseOptions,SerializeOptions,StringifyOptions",""
"context","@types/react",27,51,21,9,1,42.857142857142854,"React.Context,React.createContext,React.ReactNode,React.ReactElement,React.useContext,React.Context.Provider,React.FunctionComponentElement,React.ProviderProps,React.createElement",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"utils","@types/process",7,9,149,29,12,19.46308724832215,"global.NodeJS.Process.stdout,global.NodeJS.Process.stderr,global.NodeJS.WriteStream,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.TERM",""
