"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite","@types/buffer",1,1,6,129,25,2150,"global.NonSharedBuffer.toString",""
"vite","@types/jsesc",1,2,6,129,25,2150,"jsesc",""
"vite","@types/module",1,2,6,129,25,2150,"global.NodeJS.Require.resolve",""
"vite","@types/pick",1,1,6,129,25,2150,"pick",""
"vite","module-runner",1,1,6,129,25,2150,"ModuleRunner.import",""
"vite","node:crypto",1,1,6,129,25,2150,"createHash",""
"vite","node:url",1,2,6,129,25,2150,".pathToFileURL",""
"vite","url",1,2,6,129,25,2150,"URL.href",""
"with-props","@types/babel__traverse",11,23,1,21,4,2100,"NodePath.isExpression,NodePath.isExportNamedDeclaration,NodePath.isExportDefaultDeclaration,NodePath.scope,NodePath.get,NodePath.node,NodePath.isIdentifier,NodePath.replaceWith,NodePath.isVariableDeclaration,Scope.generateUidIdentifier,NodePath.isFunctionDeclaration",""
"with-props","@babel/lib",8,11,1,21,4,2100,"variableDeclaration,importSpecifier,identifier,variableDeclarator,Program.body,callExpression,importDeclaration,stringLiteral",""
"with-props","@babel/babel-parser",2,3,1,21,4,2100,"ParseResult.program,ParseResult",""
"cloudflare","node",13,18,1,15,4,1500,"EnvironmentResolveOptions.externalConditions,ResolvedConfig.server,EnvironmentOptions.resolve,ConfigEnv.mode,ViteDevServer.middlewares,ViteDevServer.ssrLoadModule,Connect.Server.use,ResolvedConfig.plugins,Plugin,Plugin.name,ResolvedServerOptions.middlewareMode,ViteDevServer.config,UserConfig.root",""
"cloudflare","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"cloudflare-dev-proxy","node",13,18,1,15,4,1500,"EnvironmentResolveOptions.externalConditions,ResolvedConfig.server,EnvironmentOptions.resolve,ConfigEnv.mode,ViteDevServer.middlewares,ViteDevServer.ssrLoadModule,Connect.Server.use,ResolvedConfig.plugins,Plugin,Plugin.name,ResolvedServerOptions.middlewareMode,ViteDevServer.config,UserConfig.root",""
"cloudflare-dev-proxy","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"ResolvedBuildEnvironmentOptions.sourcemap,ResolvedBuildOptions.sourcemap,ResolvedBuildOptions.ssr,ResolvedConfig.environments,ResolvedEnvironmentOptions.build,ResolvedConfig.mode,Plugin,Logger.warn,ResolvedConfig.build,ConfigEnv.command,ResolvedConfig.logger",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.Process.versions,global.NodeJS.ProcessVersions.node",""
"run","@types/semver",2,2,1,8,5,800,"major,semver",""
"run","arg",2,3,1,8,5,800,"arg.Result._,arg",""
"run","@types/module",1,1,1,8,5,800,"global.NodeJS.Require.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",96,165,18,135,26,750,"UserConfig,ResolvedConfig.build,resolveConfig,Plugin,ResolvedBuildOptions.manifest,ResolvedConfig,ViteDevServer,ModuleNode,isRunnableDevEnvironment,HotBroadcaster.send,ResolvedConfig.root,ViteBuilder.build,EnvironmentOptions.resolve,DevEnvironment.moduleGraph,ViteBuilder.environments,ResolvedConfig.logger,ResolvedConfig.command,UserConfig.plugins,ResolvedServerOptions.watch,Logger.info,RunnableDevEnvironment.runner,Environment.config,ResolvedConfig.mode,Environment.name,ViteDevServer.ssrFixStacktrace,EnvironmentOptions.optimizeDeps,Plugin.name,ResolvedServerOptions.middlewareMode,defaultClientConditions,ViteDevServer.ssrLoadModule,DevEnvironment.name,UserConfig.build,ResolvedBuildOptions.assetsDir,UserConfig.server,ResolvedConfig.configFile,ResolvedConfig.server,PluginContainer.buildStart,UserConfig.environments,Connect.IncomingMessage.url,PreviewServer,UserConfig.logLevel,PreviewServer.middlewares,ManifestChunk.assets,ViteDevServer.hot,ManifestChunk.css,ViteDevServer.pluginContainer,ViteDevServer.environments,createLogger,ViteDevServer.middlewares,UserConfig.base,ViteDevServer.config,ManifestChunk.file,loadConfigFromFile,Logger.error,DevEnvironment.reloadModule,ConfigEnv.isSsrBuild,Connect.Server.use,HotUpdatePluginContext.environment,ModuleNode.url,Logger.warn,ModuleNode.file,ViteDevServer.transformRequest,ConfigEnv.command,ConfigEnv.mode,EnvironmentOptions,createServer,normalizePath,UserConfig.root,defaultServerConditions,ResolvedBuildOptions.emptyOutDir,ResolvedBuildEnvironmentOptions.outDir,ResolvedConfig.environments,transformWithEsbuild,ResolvedConfig.base,PluginOption,ResolvedEnvironmentOptions.build",""
"plugin","@types/path",17,41,18,135,26,750,"path.PlatformPath.resolve,path.PlatformPath.relative,path.PlatformPath.join,path.PlatformPath.basename,path.PlatformPath.posix,path.PlatformPath.dirname,path.PlatformPath.isAbsolute",""
"plugin","promises",10,18,18,135,26,750,"readFile,rename,cp,rm,mkdir,readdir",""
"plugin","@types/process",7,15,18,135,26,750,"global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.cwd,global.NodeJS.Process.exit,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT",""
"plugin","dist",7,23,18,135,26,750,"dist,join,relative,resolve,path.join,path.extname,path.normalize",""
"plugin","fs",5,10,18,135,26,750,"Dirent.isFile,Dirent.parentPath,Dirent.name,Dirent.path,existsSync",""
"plugin","http",5,8,18,135,26,750,"ServerResponse.setHeader,ServerResponse.end,ServerResponse.statusCode",""
"plugin","node:fs",5,10,18,135,26,750,"existsSync,readdirSync,rmSync,readFileSync",""
"plugin","@types/babel__core",3,3,18,135,26,750,"transformAsync,BabelFileResult.map,BabelFileResult.code",""
"plugin","picocolors",3,15,18,135,26,750,"picocolors",""
"plugin","rollup",3,5,18,135,26,750,"PluginContext.environment,PluginContext.resolve,ResolvedId.id",""
"plugin","@types/babel__generator",2,2,18,135,26,750,"GeneratorResult.code,GeneratorResult",""
"plugin","@types/module",2,3,18,135,26,750,"global.NodeJS.Require.resolve",""
"plugin","crypto",2,2,18,135,26,750,"Hash.digest,Hash.update",""
"plugin","lexer",2,2,18,135,26,750,"init",""
"plugin","@types/buffer",1,1,18,135,26,750,"global.NonSharedBuffer.toString",""
"plugin","@types/jsesc",1,2,18,135,26,750,"jsesc",""
"plugin","@types/kebabCase",1,1,18,135,26,750,"kebabCase",""
"plugin","@types/pick",1,1,18,135,26,750,"pick",""
"plugin","module-runner",1,1,18,135,26,750,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,135,26,750,"createHash",""
"plugin","node:url",1,2,18,135,26,750,".pathToFileURL",""
"plugin","url",1,2,18,135,26,750,"URL.href",""
"prompts-prompt-base","@types/process",4,20,2,14,6,700,"global.NodeJS.WriteStream,global.NodeJS.ReadStream,global.NodeJS.Process.stdout,global.NodeJS.Process.stdin",""
"prompts-prompt-base","node:readline",3,20,2,14,6,700,"node:readline,.emitKeypressEvents,.createInterface",""
"prompts-prompt-base","sisteransi",3,15,2,14,6,700,"cursor.show,beep,cursor",""
"prompts-prompt-base","node:process",2,30,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,10,2,14,6,700,"Interface.close,Key",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ViteDevServer,ViteDevServer.pluginContainer,createServer,ViteDevServer.config,ResolvedConfig.base,Logger,PluginContainer.buildStart,ResolvedConfig.root",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer,ViteNodeServer.getSourceMap,ViteNodeServer.resolveId,ViteNodeServer.fetchModule",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"transformSync,BabelFileResult.code",""
"useJavascript","prettier",2,2,1,6,5,600,"format,prettier",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.get,ArcTable.put,ArcTable.delete",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"functions,tables",""
"is-react-router-repo","dist",4,6,1,5,2,500,"dist,path.dirname,path.resolve,path.basename",""
"is-react-router-repo","@types/module",1,1,1,5,2,500,"global.NodeJS.Require.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.resolve,path.PlatformPath.relative",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,"node:fs,.existsSync",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,6,1,5,2,500,"path.PlatformPath.posix,path.PlatformPath.join,path.PlatformPath.relative,path.PlatformPath.isAbsolute",""
"resolve-file-url","node",1,3,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".unlink,.writeFile,.readFile,.mkdir",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.Buffer.toString,global.BufferConstructor.from",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.dirname,path.PlatformPath.join",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,2,400,"UserConfig.envDir,loadEnv,UserConfig",""
"load-dotenv","@types/process",1,1,1,4,2,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,35,2,8,2,400,"erase,cursor.save,cursor.to,erase.line,cursor.down,cursor.restore,cursor.move",""
"prompts-text","readline",1,5,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"KVNamespace.put,KVNamespace.delete,KVNamespace.get,Crypto.getRandomValues",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"KVNamespace.put,KVNamespace.delete,KVNamespace.get,Crypto.getRandomValues,CfProperties,EventContext,CacheStorage,IncomingRequestCfProperties,Request,EventContext.request,Request.headers,Request.clone,Console.error,Response.body,Response.status,EventContext.env,Headers.delete,Request.url,Response,Request.cf,EventContext.waitUntil,EventContext.passThroughOnException",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"Request.cf,EventContext.waitUntil,EventContext.passThroughOnException,EventContext.request,Request.headers,Request.clone,Console.error,Response.body,Response.status,EventContext.env,Headers.delete,Request.url,EventContext,Response,CfProperties,CacheStorage,IncomingRequestCfProperties,Request",""
"has-rsc-plugin","node",3,3,1,3,2,300,"Plugin.name,ResolvedConfig.plugins,resolveConfig",""
"optimize-deps-entries","node",2,2,1,3,2,300,"normalizePath,version",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",4,6,3,9,6,300,"Session.connect,Session.post,Session",""
"profiler","node:fs",2,2,3,9,6,300,"node:fs,.writeFileSync",""
"profiler","@types/path",1,1,3,9,6,300,"path.PlatformPath.resolve",""
"profiler","node:inspector",1,1,3,9,6,300,".Session",""
"profiler","node:path",1,1,3,9,6,300,"node:path",""
"profiler","picocolors",1,3,3,9,6,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"path.resolve,dist",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"Identifier.name,VariableDeclarator.id,VariableDeclaration.declarations,VariableDeclarator.init,StringLiteral.value,LVal.type",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.node,NodePath.stop",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"Plugin.name,ResolvedConfig.plugins,Plugin",""
"dev","node",9,14,5,14,5,280,"Logger.info,Plugin.name,ResolvedConfig.logger,ViteDevServer.printUrls,ResolvedConfig.plugins,createServer,ViteDevServer.config,ViteDevServer.bindCLIShortcuts,ViteDevServer.listen",""
"dev","@types/process",4,5,5,14,5,280,"global.NodeJS.ProcessEnv.hasOwnProperty,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.exit",""
"dev","picocolors",1,1,5,14,5,280,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage,Connect.IncomingMessage.url,Connect.IncomingMessage.originalUrl",""
"node-adapter","http",3,3,2,5,2,250,"IncomingMessage,ServerResponse",""
"prompts-multi-select","sisteransi",4,20,2,5,2,250,"cursor.hide,cursor.to,erase,erase.line",""
"prompts-multi-select","readline",1,5,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayProxyResultV2,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.get,ArcTable.put,ArcTable.delete",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"functions,tables",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Context,Callback",""
"react-router-node","@types/stream",9,10,7,17,8,242.85714285714286,"Stream.Writable,Stream.Writable.destroy,Stream.Writable.write,Stream.Writable.end,Stream.Readable",""
"react-router-node","@types/buffer",4,4,7,17,8,242.85714285714286,"global.Buffer.toString,global.BufferConstructor.from,global.BufferConstructor.concat",""
"react-router-node","promises",4,7,7,17,8,242.85714285714286,".unlink,.writeFile,.readFile,.mkdir",""
"react-router-node","@mjackson/node-fetch-server",2,2,7,17,8,242.85714285714286,"ClientAddress,createRequestListener",""
"react-router-node","@types/path",1,2,7,17,8,242.85714285714286,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,17,8,242.85714285714286,"RequestListener",""
"react-router-node","node:fs",1,7,7,17,8,242.85714285714286,"promises",""
"commands","@types/path",3,9,5,12,9,240,"path.PlatformPath.dirname,path.PlatformPath.relative,path.PlatformPath.resolve",""
"commands","picocolors",2,6,5,12,9,240,"picocolors",""
"commands","promises",2,3,5,12,9,240,"copyFile,writeFile",""
"commands","@types/module",1,1,5,12,9,240,"global.NodeJS.Require.resolve",""
"commands","@types/process",1,1,5,12,9,240,"global.NodeJS.Process.exit",""
"commands","dist",1,1,5,12,9,240,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,12,9,240,"exit-hook",""
"commands","node",1,1,5,12,9,240,"createLogger",""
"commands","node:fs",1,1,5,12,9,240,"existsSync",""
"config","dist",15,43,14,31,15,221.42857142857144,"path.relative,ViteNodeRunner.moduleCache,path.normalize,ModuleCacheMap.clear,dist,path.join,path.resolve,path.dirname,PackageJson.dependencies",""
"config","esm",5,6,14,31,15,221.42857142857144,"FSWatcher.unwatch,esm,_default.watch,FSWatcher.add,FSWatcher.on",""
"config","node",5,8,14,31,15,221.42857142857144,"createLogger,ModuleGraph.invalidateAll,ViteDevServer.moduleGraph,ViteDevServer.close,ModuleGraph.getModuleById",""
"config","@types/process",3,3,14,31,15,221.42857142857144,"global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.cwd,global.NodeJS.Process.env",""
"config","@types/module",2,2,14,31,15,221.42857142857144,"global.NodeJS.Require.resolve",""
"config","fs",2,2,14,31,15,221.42857142857144,"Stats.isFile,Stats.isDirectory",""
"config","node:fs",2,2,14,31,15,221.42857142857144,".statSync,node:fs",""
"config","@types/isEqual",1,2,14,31,15,221.42857142857144,"isEqual",""
"config","@types/pick",1,1,14,31,15,221.42857142857144,"pick",""
"config","node:child_process",1,1,14,31,15,221.42857142857144,"execSync",""
"config","picocolors",1,1,14,31,15,221.42857142857144,"picocolors",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"prerender","@types/path",3,3,6,12,6,200,"path.PlatformPath.relative,path.PlatformPath.join,path.PlatformPath.dirname",""
"prerender","node",3,3,6,12,6,200,"ResolvedConfig.root,PreviewServer.close,Plugin",""
"prerender","@types/process",2,6,6,12,6,200,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST",""
"prerender","promises",2,2,6,12,6,200,"writeFile,mkdir",""
"prerender","node:path",1,3,6,12,6,200,"node:path",""
"prerender","p-map",1,1,6,12,6,200,"p-map",""
"prompts-select","sisteransi",4,20,3,6,3,200,"erase.line,erase,cursor.hide,cursor.to",""
"prompts-select","@types/timers",1,5,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,5,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"stream","@types/stream",9,10,4,7,3,175,"Stream.Writable,Stream.Writable.destroy,Stream.Writable.end,Stream.Writable.write,Stream.Readable",""
"stream","@types/buffer",2,2,4,7,3,175,"global.Buffer.toString,global.BufferConstructor.concat",""
"prompts-confirm","sisteransi",4,20,3,5,2,166.66666666666669,"erase.line,erase,cursor.to,cursor.hide",""
"prompts-confirm","readline",1,5,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.Request,e.Response,e.NextFunction",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,".rm,promises",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"green,red",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,10,2,3,2,150,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"create-react-router","node:process",1,20,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.sep,path.PlatformPath.win32",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"routes","dist",30,96,18,27,4,150,"resolve,BaseSchema,optional,StringSchema,BooleanSchema,LazySchema,SchemaWithPipe,custom,CustomSchema,ObjectSchema,BaseIssue,ArraySchema,notValue,pipe,lazy,NotValueAction,object,string,CustomIssue,boolean,OptionalSchema,array,relative,isAbsolute,flatten,safeParse",""
"routes","@types/pick",3,3,18,27,4,150,"pick",""
"route-chunks","@babel/lib",33,66,13,19,3,146.15384615384616,"File,File.program,Program.body,Identifier.name,isImportDeclaration,ExportNamedDeclaration.specifiers,isNodesEquivalent,isExportNamedDeclaration,isClassDeclaration,isExportDefaultDeclaration,ImportDeclaration.specifiers,ExportNamedDeclaration.declaration,isExportAllDeclaration,VariableDeclaration.declarations,isFunctionDeclaration,isExportDeclaration,isVariableDeclaration",""
"route-chunks","@types/babel__generator",5,5,13,19,3,146.15384615384616,"GeneratorResult,GeneratorOptions",""
"server","@types/express",21,25,41,53,14,129.2682926829268,"e.Response.statusMessage,e.Response,e.Response.flushHeaders,e.Response.end,e.Response.status,e.Response.append,e.Request,e.Request.originalUrl,e.Request.get,e.Request.protocol,e.Request.hostname,e.Request.method,e.Request.headers,e.Response.on,e.Request.app,e.NextFunction",""
"server","@types/api-gateway-proxy",19,29,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders,APIGatewayProxyResultV2,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyStructuredResultV2,APIGatewayEventRequestContextV2.http,APIGatewayEventRequestContextV2.domainName,APIGatewayProxyEventV2.body,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.headers,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventV2.requestContext,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayProxyEventV2.cookies,APIGatewayProxyEventHeaders.host",""
"server","@types/react",6,22,41,53,14,129.2682926829268,"React.ReactNode,React.ReactElement,React.Fragment,React.createElement,React.FunctionComponent,React.ComponentClass",""
"server","@types/express-serve-static-core",4,4,41,53,14,129.2682926829268,"ParamsDictionary,Application.enabled",""
"server","async_hooks",4,4,41,53,14,129.2682926829268,"AsyncLocalStorage.getStore",""
"server","@types/qs",3,3,41,53,14,129.2682926829268,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,2,41,53,14,129.2682926829268,"ClientAddress,createRequestListener",""
"server","@types/buffer",2,3,41,53,14,129.2682926829268,"global.BufferConstructor.from,global.Buffer.toString",""
"server","@types/handler",2,2,41,53,14,129.2682926829268,"Context,Callback",""
"server","@types/process",2,2,41,53,14,129.2682926829268,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.ARC_SANDBOX",""
"server","http",2,2,41,53,14,129.2682926829268,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.dirname,path.PlatformPath.posix,path.PlatformPath.extname,path.PlatformPath.join,path.PlatformPath.relative,path.PlatformPath.sep,path.PlatformPath.win32",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.isDirectory,Dirent.isFile,Dirent.name",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,".existsSync,.readdirSync,node:fs",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"cookies","dist",7,33,6,6,2,100,"StringifyOptions,ParseOptions,parse,serialize,Cookies.name,SerializeOptions",""
"copy-template","node:url",2,2,2,2,1,100,"node:url,.fileURLToPath",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/module",1,1,1,1,1,100,"global.NodeJS.Require.resolve",""
"virtual-route-modules","@types/babel__generator",2,2,4,4,2,100,"GeneratorResult.code,GeneratorResult",""
"virtual-route-modules","lexer",2,2,4,4,2,100,"parse,init",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"sessions","dist",6,67,11,5,1,45.45454545454546,"ParseOptions,SerializeOptions,StringifyOptions,SerializeOptions.expires,SerializeOptions.maxAge",""
"context","@types/react",27,65,21,9,1,42.857142857142854,"React.Context,React.createContext,React.useContext,React.ReactElement,React.ReactNode,React.FunctionComponentElement,React.Context.Provider,React.createElement,React.ProviderProps",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"utils","@types/process",7,9,149,29,12,19.46308724832215,"global.NodeJS.WriteStream,global.NodeJS.Process.stderr,global.NodeJS.Process.stdout,global.NodeJS.ProcessEnv.TERM,global.NodeJS.Process.env",""
"utils","@types/react",6,27,149,29,12,19.46308724832215,"React.FunctionComponent,React.ReactNode,React.ComponentClass",""
"utils","node:fs",6,6,149,29,12,19.46308724832215,"node:fs,.promises",""
"utils","sisteransi",5,6,149,29,12,19.46308724832215,"cursor.to,erase.line,erase.lines,erase,cursor",""
"utils","node:process",4,8,149,29,12,19.46308724832215,"node:process",""
"utils","promises",4,4,149,29,12,19.46308724832215,"readdir,.mkdir,.stat",""
