"filePath","commitCount","Source Cypher File: GitLog/List_git_files_that_were_changed_together_with_another_file.cypher"
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/queryhandling/SimpleQueryBus.java",88,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/pooled/PooledStreamingEventProcessor.java",86,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/AggregateAnnotationCommandHandler.java",85,""
"AxonFramework-4.11.2/axon-4-api-changes.md",82,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/config/SpringAxonAutoConfigurerTest_CustomEventHandlerConfiguration.java",76,""
"AxonFramework-4.11.2/config/src/main/java/org/axonframework/config/EventProcessingConfigurer.java",75,""
"AxonFramework-4.11.2/hibernate-6-integrationtests/pom.xml",72,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/EventBuffer.java",71,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/eventsourcing/SpringAggregateSnapshotterFactoryBeanTest.java",71,""
"AxonFramework-4.11.2/coverage-report/pom.xml",69,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/saga/EventValidator.java",68,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/EventProcessorInfoConfiguration.java",67,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/saga/FixtureExecutionResult.java",67,""
"AxonFramework-4.11.2/integrationtests/src/test/java/org/axonframework/integrationtests/commandhandling/CommandRetryAndDispatchInterceptorIntegrationTest.java",66,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/matchers/Matchers.java",65,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/pooled/WorkPackage.java",63,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command/CommandSerializer.java",63,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/AxonServerConnectionManagerTest.java",60,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/main/java/org/axonframework/springboot/autoconfig/JdbcAutoConfiguration.java",60,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/aggregate/Reporter.java",60,""
"AxonFramework-4.11.2/config/src/main/java/org/axonframework/config/Configuration.java",59,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/saga/StubSaga.java",59,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/eventsourcing/SpringAggregateSnapshotterFactoryBean.java",58,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/SimpleEventHandlerInvoker.java",58,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/annotation/AnnotationCommandHandlerBeanPostProcessor.java",58,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/AbstractAnnotationHandlerBeanPostProcessor.java",57,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/ErrorCode.java",56,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/SubscribingEventProcessor.java",56,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/deadline/quartz/QuartzDeadlineManager.java",56,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/deadline/StubDeadlineManager.java",56,""
"AxonFramework-4.11.2/eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/jdbc/JdbcEventStorageEngine.java",54,""
"AxonFramework-4.11.2/config/src/main/java/org/axonframework/config/Configurer.java",53,""
"AxonFramework-4.11.2/config/src/test/java/org/axonframework/config/DefaultConfigurerTest.java",53,""
"AxonFramework-4.11.2/spring-boot3-dummy/pom.xml",53,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/FixtureTest_Annotated.java",51,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/inspection/AnnotatedAggregateMetaModelFactory.java",51,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/utils/RecordingCommandBus.java",51,""
"AxonFramework-4.11.2/eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/AbstractEventStorageEngine.java",50,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/stereotype/Aggregate.java",50,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/commandhandling/distributed/DistributedCommandBus.java",49,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/aggregate/TestExecutor.java",49,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/EventHandlerRegistrar.java",49,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/queryhandling/SimpleQueryUpdateEmitter.java",48,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/command/CommandSerializerTest.java",48,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/SimpleEventHandlerInvokerTest.java",47,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/ResultValidatorImplTest.java",47,""
"AxonFramework-4.11.2/config/src/test/java/org/axonframework/config/AggregateConfigurerTest.java",47,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/messaging/annotation/AnnotatedMessageHandlingMember.java",47,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/test/java/org/axonframework/springboot/AxonAutoConfigurationTest.java",44,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/TrackingEventProcessorConfiguration.java",44,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/tokenstore/jdbc/JdbcTokenStore.java",42,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/common/ReflectionUtils.java",42,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/QuerySerializer.java",42,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/queryhandling/DefaultQueryGateway.java",42,""
"AxonFramework-4.11.2/modelling/src/test/java/org/axonframework/modelling/command/AggregateAnnotationCommandHandlerTest.java",41,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/deadline/SimpleDeadlineManager.java",40,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/command/DummyMessagePlatformServer.java",40,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/ReplayToken.java",40,""
"AxonFramework-4.11.2/integrationtests/src/test/java/org/axonframework/integrationtests/commandhandling/StubAggregate.java",40,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/subscription/SubscriptionMessageSerializer.java",39,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/scheduling/quartz/QuartzEventScheduler.java",39,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/CommandHandlerSubscriber.java",39,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/saga/CommandValidator.java",39,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/utils/RecordingCommandBusTest.java",38,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/tokenstore/jdbc/JdbcTokenStoreTest.java",38,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/commandhandling/SimpleCommandBus.java",38,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/test/java/org/axonframework/springboot/JdbcAutoConfigurationTest.java",38,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/GapAwareTrackingToken.java",38,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/axon/EventBufferTest.java",37,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/tokenstore/jpa/JpaTokenStore.java",37,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/utils/DefaultCallbackBehavior.java",37,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/main/java/org/axonframework/springboot/autoconfig/JpaAutoConfiguration.java",36,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports",36,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/QuerySerializerTest.java",36,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/saga/RepositoryContentValidator.java",36,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/config/AnnotationDrivenConfigurationTest_DefaultValues.java",36,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/queryhandling/SimpleQueryBusTest.java",35,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/messaging/annotation/AnnotatedHandlerInspector.java",35,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/messaging/responsetypes/MultipleInstancesResponseType.java",34,""
"AxonFramework-4.11.2/eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/jpa/JpaEventStorageEngine.java",34,""
"AxonFramework-4.11.2/eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/jdbc/JdbcEventStorageEngineTest.java",34,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/AnnotationDrivenRegistrar.java",34,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/subscription/AxonServerSubscriptionQueryResult.java",34,""
"AxonFramework-4.11.2/disruptor/src/test/java/org/axonframework/disruptor/commandhandling/DisruptorCommandBusTest.java",34,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/serialization/xml/XStreamSerializer.java",33,""
"AxonFramework-4.11.2/metrics/src/test/java/org/axonframework/metrics/EventProcessorLatencyMonitorTest.java",33,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/LockingRepository.java",33,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/eventscheduler/StubEventScheduler.java",33,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/FixtureTest_MatcherParams.java",32,""
"AxonFramework-4.11.2/integrationtests/src/test/java/org/axonframework/integrationtests/deadline/jobrunr/JobrunrDeadlineManagerTest.java",32,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/pooled/CoordinatorTest.java",32,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/AnnotationEventHandlerAdapter.java",32,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/config/annotation/StubAggregate.java",31,""
"AxonFramework-4.11.2/.github/workflows/slack-release-notification.yml",31,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/messaging/annotation/MessageHandlingMember.java",31,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/eventscheduler/StubEventSchedulerTest.java",31,""
"AxonFramework-4.11.2/config/src/main/java/org/axonframework/config/EventProcessingConfiguration.java",31,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/FixtureTest_RegularParams.java",31,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/config/AutoWiredStateStoredAggregateTest.java",30,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/common/ReflectionUtilsTest.java",30,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/EventStoreImpl.java",30,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/deadletter/DeadLetteringEventHandlerInvoker.java",30,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/main/java/org/axonframework/springboot/autoconfig/JpaEventStoreAutoConfiguration.java",30,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/EventHandlerInvoker.java",29,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/serialization/json/JacksonSerializer.java",29,""
"AxonFramework-4.11.2/metrics/src/main/java/org/axonframework/metrics/EventProcessorLatencyMonitor.java",29,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/MultiSourceTrackingToken.java",28,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/GapAwareTrackingTokenTest.java",28,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/MergedTrackingToken.java",28,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/EventTrackerStatus.java",28,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/HeartbeatMonitor.java",28,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/StubServer.java",28,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/MergedTrackingTokenTest.java",28,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/annotation/AnnotationQueryHandlerBeanPostProcessor.java",28,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/subscription/SubscriptionMessageSerializerTest.java",28,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/AbstractRepository.java",27,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/QueryProcessingTask.java",27,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/utils/AutowiredResourceInjector.java",27,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/aggregate/StubAggregateLifecycle.java",27,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/ServerConnectorConfigurerModuleTest.java",27,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/subscription/GrpcBackedQueryUpdateMessage.java",27,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/matchers/EqualFieldsMatcher.java",27,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/FixtureTest_ExceptionHandling.java",26,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/eventscheduler/StubScheduleToken.java",26,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/AnnotatedAggregate.java",26,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/eventhandling/scheduling/java/SimpleEventSchedulerFactoryBean.java",26,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/deadletter/DeadLetteringEventHandlerInvokerTest.java",26,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/saga/ContinuedGivenState.java",26,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/config/annotation/SpringBeanParameterResolverFactory.java",25,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/FixtureTest_CommandInterceptors.java",25,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/GlobalSequenceTrackingToken.java",25,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/test/java/org/axonframework/springboot/AxonAutoConfigurationWithDisruptorTest.java",25,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/AbstractEventProcessor.java",25,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/queryhandling/QueryBus.java",25,""
"AxonFramework-4.11.2/eventsourcing/src/main/java/org/axonframework/eventsourcing/EventSourcingRepository.java",25,""
"AxonFramework-4.11.2/metrics/src/main/java/org/axonframework/metrics/GlobalMetricRegistry.java",24,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/MultiSourceTrackingTokenTest.java",24,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/queryhandling/DefaultQueryGatewayTest.java",24,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/AxonServerEventScheduler.java",24,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/saga/repository/jdbc/JdbcSagaStore.java",24,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/commandhandling/distributed/DistributedCommandBusTest.java",24,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/main/java/org/axonframework/springboot/autoconfig/legacyjpa/JpaJavaxAutoConfiguration.java",24,""
"AxonFramework-4.11.2/disruptor/src/main/java/org/axonframework/disruptor/commandhandling/DisruptorCommandBus.java",24,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/serialization/AbstractXStreamSerializer.java",24,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/eventhandling/scheduling/quartz/QuartzEventSchedulerFactoryBean.java",23,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/matchers/EqualFieldsMatcherTest.java",22,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/eventhandling/scheduling/quartz/QuartzTableMaker.java",22,""
"AxonFramework-4.11.2/eventsourcing/src/main/java/org/axonframework/eventsourcing/AbstractAggregateFactory.java",22,""
"AxonFramework-4.11.2/spring/src/main/java/org/axonframework/spring/messaging/DefaultEventMessageConverter.java",22,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/messaging/annotation/AnnotatedHandlerInspectorTest.java",22,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/integrationtests/deadline/AbstractDeadlineManagerTestSuite.java",22,""
"AxonFramework-4.11.2/metrics/src/test/java/org/axonframework/metrics/MessageTimerMonitorTest.java",22,""
"AxonFramework-4.11.2/test/src/main/java/org/axonframework/test/matchers/PayloadsMatcher.java",22,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command/GrpcBackedCommandMessage.java",22,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/EventProcessor.java",22,""
"AxonFramework-4.11.2/metrics/src/test/java/org/axonframework/metrics/CapacityMonitorTest.java",22,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/scheduling/jobrunr/JobRunrEventSchedulerTest.java",22,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/GrpcBackedResponseMessage.java",22,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/deadletter/jpa/JpaSequencedDeadLetterQueue.java",22,""
"AxonFramework-4.11.2/integrationtests/src/test/java/org/axonframework/integrationtests/eventhandling/TrackingEventProcessorTest_MultiThreaded.java",22,""
"AxonFramework-4.11.2/config/src/main/java/org/axonframework/config/AggregateConfiguration.java",22,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/common/stream/BlockingStream.java",22,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/messaging/annotation/WrappedMessageHandlingMember.java",22,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/serialization/json/JacksonSerializerTest.java",21,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/WrappedToken.java",21,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/deadletter/DeadLetteringEventIntegrationTest.java",21,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/saga/AbstractSagaManager.java",21,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/common/caching/WeakReferenceCache.java",21,""
"AxonFramework-4.11.2/integrationtests/src/test/java/org/axonframework/integrationtests/loopbacktest/Message.java",21,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/config/AutoWiredEventSourcedAggregateTest.java",21,""
"AxonFramework-4.11.2/test/src/test/java/org/axonframework/test/aggregate/FixtureTest_CreationPolicy.java",21,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/QueryProcessingTaskIntegrationTest.java",21,""
"AxonFramework-4.11.2/integrationtests/src/test/java/org/axonframework/integrationtests/cache/TestAggregateRoot.java",21,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/scheduling/java/SimpleEventScheduler.java",21,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/GrpcMetaDataAwareSerializer.java",21,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/inspection/AggregateMemberAnnotatedChildEntityCollectionDefinition.java",21,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/queryhandling/SimpleQueryUpdateEmitterTest.java",21,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/HeartbeatConfiguration.java",20,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/eventhandling/ReplayTokenTest.java",20,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util/UpstreamAwareStreamObserver.java",20,""
"AxonFramework-4.11.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/PersistentStreamConnection.java",20,""
"AxonFramework-4.11.2/metrics/src/main/java/org/axonframework/metrics/MessageTimerMonitor.java",20,""
"AxonFramework-4.11.2/spring-boot-autoconfigure/src/main/java/org/axonframework/springboot/EventProcessorProperties.java",20,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/saga/repository/jpa/JpaSagaStore.java",20,""
"AxonFramework-4.11.2/modelling/src/test/java/org/axonframework/modelling/saga/repository/CachingSagaStoreTest.java",20,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/inspection/AggregateMemberAnnotatedChildEntityDefinition.java",20,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/command/inspection/AggregateMemberAnnotatedChildEntityMapDefinition.java",19,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/eventhandling/tokenstore/TokenStore.java",19,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/serialization/upcasting/event/InitialEventRepresentation.java",19,""
"AxonFramework-4.11.2/messaging/src/test/java/org/axonframework/messaging/annotation/HandlerComparatorTest.java",19,""
"AxonFramework-4.11.2/spring/src/test/java/org/axonframework/spring/saga/SpringResourceInjectorTest.java",19,""
"AxonFramework-4.11.2/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/axon/ErrorCodeTest.java",19,""
"AxonFramework-4.11.2/modelling/src/main/java/org/axonframework/modelling/saga/repository/CachingSagaStore.java",19,""
"AxonFramework-4.11.2/messaging/src/main/java/org/axonframework/serialization/upcasting/event/IntermediateEventRepresentation.java",19,""
