"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","forwardToBackwardBalance","numberForward","numberBackward","forwardDependencyExamples","backwardDependencyExamples","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies_for_Typescript.cypher"
"react-router","./lib/dom/ssr/routeModules.ts","react-router","./index.ts",0.37142857142857144,24,11,"MetaMatch->MetaDescriptor,loadRouteModule->RouteModules,RouteModule->ClientActionFunction,ClientLoaderFunctionArgs->LoaderFunctionArgs,RouteModule->LinksFunction,ServerRouteModule->ActionFunction,ClientActionFunction->ClientActionFunctionArgs,RouteModule->ClientLoaderFunction,MetaFunction->ClientLoaderFunction","ClientActionFunctionArgs<-ClientActionFunction,ClientLoaderFunctionArgs<-ClientLoaderFunction,ClientLoaderFunction<-RSCRouteManifest,MetaFunction<-RSCRouteManifest,ClientActionFunction<-RSCRouteManifest,LinksFunction<-RSCRouteManifest,ClientLoaderFunction<-MetaFunction,RouteModules<-useFogOFWarDiscovery,RouteModules<-getPatchRoutesOnNavigationFunction",""
"react-router","./index.ts","react-router","./lib/router/utils.ts",0.36065573770491804,83,39,"createRouter->SuccessResult,createRouter->AgnosticRouteMatch,matchRoutes->AgnosticRouteMatch,DataStrategyMatch->AgnosticRouteMatch,RouteMatch->AgnosticRouteMatch,createRouter->RouterContextProvider,ErrorResponseImpl->ErrorResponse,redirect->RedirectFunction,redirectDocument->RedirectFunction","Params<-AgnosticRouteMatch,RouterContext<-RouterContextProvider,UIMatch<-convertRouteMatchToUiMatch,data<-convertRouteMatchToUiMatch,resolvePath<-resolveTo,To<-resolveTo,parsePath<-resolveTo,Path<-resolveTo,invariant<-resolveTo",""
"react-router","./dom-export.ts","react-router","./index.ts",0.3333333333333333,6,3,"RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCRenderPayload->Location,RSCPayload->RSCManifestPayload,RSCPayload->RSCRenderPayload,RSCRenderPayload->RSCRouteMatch","RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCPayload<-RSCMatch",""
"react-router","./index-react-server.ts","react-router","./lib/dom/ssr/routeModules.ts",0.3333333333333333,4,2,"RSCRouteManifest->ClientLoaderFunction,RSCRouteManifest->MetaFunction,RSCRouteManifest->ClientActionFunction,RSCRouteManifest->LinksFunction","MiddlewareFunction<-RouteModule,MiddlewareFunction<-ServerRouteModule",""
"react-router","./index-react-server.ts","react-router","./lib/router/instrumentation.ts",0.3333333333333333,2,1,"createStaticHandler->unstable_InstrumentRouteFunction,createStaticHandler->getRouteInstrumentationUpdates","MiddlewareFunction<-getRouteInstrumentationUpdates",""
"react-router","./index.ts","react-router","./lib/types/route-data.ts",0.3333333333333333,2,1,"ClientActionFunctionArgs->SerializeFrom,ClientLoaderFunctionArgs->SerializeFrom","AppLoadContext<-ServerDataFunctionArgs",""
"react-router-architect","./index.ts","react-router-architect","./server.ts",0.3333333333333333,4,2,"createRequestHandler->RequestHandler,createRequestHandler->createReactRouterRequest,createRequestHandler->sendReactRouterResponse,createRequestHandler->GetLoadContextFunction","RequestHandler<-createRequestHandler,GetLoadContextFunction<-createRequestHandler",""
"react-router-express","./index.ts","react-router-express","./server.ts",0.3333333333333333,4,2,"createRequestHandler->createRemixRequest,createRequestHandler->sendRemixResponse,createRequestHandler->RequestHandler,createRequestHandler->GetLoadContextFunction","RequestHandler<-createRequestHandler,GetLoadContextFunction<-createRequestHandler",""
"react-router","./index-react-server.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"isCookie->IsCookieFunction,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,createCookie->CookieOptions,createCookieSessionStorage->isCookie,createCookieSessionStorage->Cookie,createCookie->Cookie","Cookie<-createCookie,CookieOptions<-createCookie,CookieSignatureOptions<-CookieOptions,IsCookieFunction<-isCookie",""
"react-router","./index.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"isCookie->IsCookieFunction,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,createCookie->CookieOptions,createCookieSessionStorage->isCookie,createCookieSessionStorage->Cookie,createCookie->Cookie","CookieOptions<-createCookie,Cookie<-createCookie,CookieSignatureOptions<-CookieOptions,IsCookieFunction<-isCookie",""
"react-router","./lib/dom/dom.ts","react-router","./index.ts",0.2727272727272727,7,4,"defaultMethod->HTMLFormMethod,URLSearchParamsInit->ParamKeyValuePair,createSearchParams->ParamKeyValuePair,getFormSubmissionInfo->SubmitTarget,createSearchParams->URLSearchParamsInit,getSearchParamsForLocation->createSearchParams,SubmitOptions->FetcherSubmitOptions","FetcherSubmitOptions<-SubmitOptions,ParamKeyValuePair<-URLSearchParamsInit,ParamKeyValuePair<-createSearchParams,URLSearchParamsInit<-createSearchParams",""
"react-router-dev","./config/routes.ts","react-router-dev","./routes.ts",0.25925925925925924,17,10,"configRoutesToRouteManifest->RouteConfigEntry,prefix->RouteConfigEntry,resolvedRouteConfigSchema->RouteConfigEntry,layout->RouteConfigEntry,routeConfigEntrySchema->RouteConfigEntry,route->RouteConfigEntry,index->RouteConfigEntry,validateRouteConfig->RouteConfigEntry,RouteConfig->RouteConfigEntry","index<-relative,layout<-relative,route<-relative,prefix<-relative,RouteConfigEntry<-RouteConfig,route<-prefix,RouteConfigEntry<-prefix,RouteConfigEntry<-index,RouteConfigEntry<-layout",""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts",0.25,5,3,"ServerBuild->FutureConfig,useFogOFWarDiscovery->AssetsManifest,getPatchRoutesOnNavigationFunction->AssetsManifest,ServerBuild->AssetsManifest,EntryContext->FrameworkContextObject","StaticHandlerContext<-EntryContext,RouteModules<-FrameworkContextObject,AssetsManifest<-FrameworkContextObject",""
"react-router","./index.ts","react-router","./lib/router/history.ts",0.23076923076923078,32,20,"Router->Path,generatePath->Path,Location->Path,resolvePath->Path,generatePath->invariant,createRouter->invariant,NavigationStates->Location,MetaArgs->Location,RouterState->Location","Path<-Location,createPath<-createBrowserHistory,To<-createBrowserURLImpl,createPath<-createBrowserURLImpl,invariant<-createBrowserURLImpl,To<-createLocation,parsePath<-createLocation,Location<-createLocation,Action<-createMemoryHistory",""
"react-router-dev","./config.ts","react-router-dev","./config/config.ts",0.14285714285714285,4,3,"ReactRouterConfig->ServerBundlesFunction,ReactRouterConfig->Preset,ReactRouterConfig->PrerenderPaths,Preset->ReactRouterConfig","ReactRouterConfig<-Preset,Preset<-ReactRouterConfig,ServerBundlesFunction<-ReactRouterConfig",""
"react-router","./lib/context.ts","react-router","./index.ts",0.09523809523809523,23,19,"DataRouteMatch->DataRouteObject,Navigator->To,ViewTransitionContextObject->Location,DataRouteObject->NonIndexRouteObject,RouteObject->NonIndexRouteObject,NonIndexRouteObject->LazyRouteFunction,IndexRouteObject->LazyRouteFunction,RouteContextObject->RouteMatch,DataRouteMatch->RouteMatch","FetchersContextObject<-FetchersContext,IndexRouteObject<-DataRouteObject,NonIndexRouteObject<-DataRouteObject,RouteMatch<-DataRouteMatch,DataRouteObject<-DataRouteMatch,DataRouterContextObject<-DataRouterContext,RouteObject<-PatchRoutesOnNavigationFunctionArgs,RouteMatch<-PatchRoutesOnNavigationFunctionArgs,RouteObject<-NonIndexRouteObject",""
"react-router","./index-react-server.ts","react-router","./dom-export.ts",0.09090909090909091,6,5,"RSCPayload->RSCManifestPayload,RSCMatch->RSCPayload,matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction,matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCRenderPayload","RSCRouteManifest<-RSCManifestPayload,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCRouteManifest<-RSCRenderPayload,RSCRouteMatch<-RSCRenderPayload",""
"react-router","./lib/router/instrumentation.ts","react-router","./index.ts",0.09090909090909091,12,10,"getRouteInstrumentationUpdates->unstable_InstrumentRouteFunction,unstable_ClientInstrumentation->unstable_InstrumentRouteFunction,unstable_ServerInstrumentation->unstable_InstrumentRouteFunction,getRouteInstrumentationUpdates->LoaderFunctionArgs,getRouteInstrumentationUpdates->MiddlewareFunction,unstable_ClientInstrumentation->unstable_InstrumentRouterFunction,instrumentClientSideRouter->unstable_InstrumentRouterFunction,instrumentHandler->RequestHandler,unstable_ServerInstrumentation->unstable_InstrumentRequestHandlerFunction","unstable_InstrumentRouteFunction<-unstable_ClientInstrumentation,unstable_InstrumentRouterFunction<-unstable_ClientInstrumentation,unstable_InstrumentRouteFunction<-unstable_ServerInstrumentation,unstable_InstrumentRequestHandlerFunction<-unstable_ServerInstrumentation,unstable_ServerInstrumentation<-ServerEntryModule,unstable_ClientInstrumentation<-RouterInit,unstable_InstrumentRouteFunction<-createRouter,getRouteInstrumentationUpdates<-createRouter,instrumentClientSideRouter<-createRouter",""
"react-router","./index-react-server.ts","react-router","./lib/router/router.ts",0.06666666666666667,8,7,"createStaticHandler->CreateStaticHandlerOptions,createStaticHandler->StaticHandler,createStaticHandler->isDataWithResponseInit,createStaticHandler->isMutationMethod,createStaticHandler->getStaticContextFromError,createStaticHandler->StaticHandlerContext,createStaticHandler->isResponse,createStaticHandler->isRedirectResponse","isRouteErrorResponse<-createRouter,matchRoutes<-createRouter,RouterContextProvider<-createRouter,isRouteErrorResponse<-getStaticContextFromError,isRouteErrorResponse<-createStaticHandler,matchRoutes<-createStaticHandler,RouterContextProvider<-createStaticHandler",""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts",0.02857142857142857,18,17,"RSCRenderPayload->RSCRouteMatch,RSCPayload->RSCRedirectPayload,matchRSCServerRequest->RSCRouteConfigEntry,RSCRouteConfig->RSCRouteConfigEntry,RSCMatch->RSCPayload,matchRSCServerRequest->RSCMatch,RSCPayload->RSCManifestPayload,RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest","RSCRouteManifest<-RSCRouteMatch,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCPayload<-RSCMatch,RSCRouteManifest<-RSCManifestPayload,RSCRenderPayload<-RSCActionPayload,RSCRouteConfigEntry<-RSCRouteConfig,RSCRouteManifest<-RSCRenderPayload,RSCRouteMatch<-RSCRenderPayload",""
"react-router","./lib/router/links.ts","react-router","./index.ts",0,2,2,"LinkDescriptor->PageLinkDescriptor,PageLinkDescriptor->HtmlLinkDescriptor","HtmlLinkDescriptor<-PageLinkDescriptor,PageLinkDescriptor<-LinkDescriptor",""
"react-router","./lib/rsc/server.rsc.ts","react-router","./dom-export.ts",0,7,7,"RSCPayload->RSCManifestPayload,RSCMatch->RSCPayload,matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction,matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCRenderPayload,RSCActionPayload->RSCRenderPayload","RSCRouteManifest<-RSCManifestPayload,RSCRedirectPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCActionPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCRenderPayload",""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts",0,6,6,"ServerEntryModule->unstable_ServerInstrumentation,ServerEntryModule->HandleErrorFunction,ServerEntryModule->HandleDataRequestFunction,ServerBuild->ServerEntryModule,ServerBuild->AssetsManifest,ServerEntryModule->HandleDocumentRequestFunction","HandleDocumentRequestFunction<-ServerEntryModule,HandleDataRequestFunction<-ServerEntryModule,HandleErrorFunction<-ServerEntryModule,ServerBuild<-CreateRequestHandlerFunction,ServerEntryModule<-ServerBuild,ServerBuild<-createRequestHandler",""
"react-router-node","./server.ts","react-router-node","./index.ts",0,1,1,"createRequestListener->RequestListenerOptions","RequestListenerOptions<-createRequestListener",""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts",0,5,5,"createRequestHandler->createPagesFunctionHandlerParams,createPagesFunctionHandler->createPagesFunctionHandlerParams,createRequestHandler->RequestHandler,createPagesFunctionHandler->createRequestHandler,createPagesFunctionHandlerParams->GetLoadContextFunction","GetLoadContextFunction<-createPagesFunctionHandlerParams,createRequestHandler<-createPagesFunctionHandler,createPagesFunctionHandlerParams<-createPagesFunctionHandler,RequestHandler<-createRequestHandler,createPagesFunctionHandlerParams<-createRequestHandler",""
