"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-conversion-5.1.0","axon-common-5.1.0",3,15,0.2,"org.axonframework.common.infra,org.axonframework.common.annotation,org.axonframework.common","infra,annotation,common",""
"axon-conversion-5.1.0","axon-conversion-5.1.0",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-update-5.1.0","axon-common-5.1.0",3,15,0.2,"org.axonframework.common.annotation,org.axonframework.common.configuration,org.axonframework.common","annotation,configuration,common",""
"axoniq-spring-boot-autoconfigure-5.1.0","axon-conversion-5.1.0",1,5,0.2,"org.axonframework.conversion","conversion",""
"axoniq-spring-boot-autoconfigure-5.1.0","axon-server-connector-5.1.0",2,10,0.2,"io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.configuration","api,configuration",""
"axon-modelling-5.1.0","axon-conversion-5.1.0",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-server-connector-5.1.0","axon-conversion-5.1.0",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-modelling-5.1.0","axon-messaging-5.1.0",13,57,0.22807017543859648,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core.configuration","commandhandling,unitofwork,eventhandling,core,annotation,reflection,conversion,configuration",""
"axon-server-connector-5.1.0","axon-messaging-5.1.0",14,57,0.24561403508771928,"org.axonframework.messaging.core.conversion,org.axonframework.messaging.core,org.axonframework.messaging.commandhandling,org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.processing.streaming","conversion,core,commandhandling,queryhandling,unitofwork,store,subscribing,processing,token,eventhandling,segmenting,eventstreaming,streaming",""
"axon-test-5.1.0","axon-common-5.1.0",4,15,0.26666666666666666,"org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.configuration","annotation,common,infra,configuration",""
"axon-server-connector-5.1.0","axon-eventsourcing-5.1.0",3,11,0.2727272727272727,"org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshot.api","store,eventstore,api",""
"axon-eventsourcing-5.1.0","axon-messaging-5.1.0",16,57,0.2807017543859649,"org.axonframework.messaging.core,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core.annotation,org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.core.interception,org.axonframework.messaging.core.configuration","core,token,eventhandling,conversion,eventstreaming,unitofwork,transaction,annotation,commandhandling,configuration,interception",""
"axon-modelling-5.1.0","axon-common-5.1.0",5,15,0.3333333333333333,"org.axonframework.common.infra,org.axonframework.common,org.axonframework.common.configuration,org.axonframework.common.property,org.axonframework.common.annotation","infra,common,configuration,property,annotation",""
"axon-messaging-5.1.0","axon-conversion-5.1.0",2,5,0.4,"org.axonframework.conversion,org.axonframework.conversion.jackson","conversion,jackson",""
"axon-server-connector-5.1.0","axon-common-5.1.0",6,15,0.4,"org.axonframework.common,org.axonframework.common.configuration,org.axonframework.common.annotation,org.axonframework.common.lifecycle,org.axonframework.common.infra,org.axonframework.common.util","common,configuration,annotation,lifecycle,infra,util",""
"axon-eventsourcing-5.1.0","axon-common-5.1.0",8,15,0.5333333333333333,"org.axonframework.common.annotation,org.axonframework.common.io,org.axonframework.common,org.axonframework.common.jpa,org.axonframework.common.jdbc,org.axonframework.common.infra,org.axonframework.common.tx,org.axonframework.common.configuration","annotation,io,common,jpa,jdbc,infra,tx,configuration",""
"axon-common-5.1.0","axon-common-5.1.0",8,15,0.5333333333333333,"org.axonframework.common,org.axonframework.common.io,org.axonframework.common.annotation,org.axonframework.common.function,org.axonframework.common.tx,org.axonframework.common.lifecycle,org.axonframework.common.infra,org.axonframework.common.configuration","common,io,annotation,function,tx,lifecycle,infra,configuration",""
"axon-metrics-micrometer-5.1.0","axon-metrics-micrometer-5.1.0",2,3,0.6666666666666666,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.reservoir","micrometer,reservoir",""
"axon-messaging-5.1.0","axon-common-5.1.0",10,15,0.6666666666666666,"org.axonframework.common,org.axonframework.common.configuration,org.axonframework.common.infra,org.axonframework.common.annotation,org.axonframework.common.jdbc,org.axonframework.common.tx,org.axonframework.common.util,org.axonframework.common.property,org.axonframework.common.jpa,org.axonframework.common.function","common,configuration,infra,annotation,jdbc,tx,util,property,jpa,function",""
"axon-eventsourcing-5.1.0","axon-eventsourcing-5.1.0",8,11,0.7272727272727273,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.eventstore.inmemory","eventstore,handler,store,api,reflection,eventsourcing,annotation,inmemory",""
"axon-messaging-5.1.0","axon-messaging-5.1.0",43,57,0.7543859649122807,"org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.correlation,org.axonframework.messaging.eventhandling,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.monitoring,org.axonframework.messaging.eventhandling.interception,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.monitoring.interception,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.core.interception,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.tracing,org.axonframework.messaging.core.retry,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.core.configuration,org.axonframework.messaging.eventhandling.processing.subscribing","token,eventstreaming,processing,segmenting,unitofwork,annotation,core,commandhandling,conversion,queryhandling,correlation,eventhandling,store,transaction,sequencing,errorhandling,configuration,monitoring,interception,replay,streaming,inmemory,gateway,reflection,tracing,retry,pooled,subscribing",""
"axon-update-5.1.0","axon-update-5.1.0",4,5,0.8,"org.axonframework.update.api,org.axonframework.update.common,org.axonframework.update.configuration,org.axonframework.update.detection","api,common,configuration,detection",""
"axoniq-spring-boot-autoconfigure-5.1.0","axoniq-spring-boot-autoconfigure-5.1.0",4,5,0.8,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.service.connection,io.axoniq.framework.springboot.actuator.axonserver,io.axoniq.framework.springboot.actuator","springboot,connection,axonserver,actuator",""
"axon-test-5.1.0","axon-test-5.1.0",4,5,0.8,"org.axonframework.test.fixture,org.axonframework.test,org.axonframework.test.matchers,org.axonframework.test.util","fixture,test,matchers,util",""
"axon-eventsourcing-5.1.0","axon-modelling-5.1.0",6,7,0.8571428571428571,"org.axonframework.modelling.repository,org.axonframework.modelling,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.configuration","repository,modelling,annotation,entity,configuration",""
"axon-modelling-5.1.0","axon-modelling-5.1.0",6,7,0.8571428571428571,"org.axonframework.modelling.entity,org.axonframework.modelling,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.repository,org.axonframework.modelling.entity.child,org.axonframework.modelling.annotation","entity,modelling,annotation,repository,child",""
"axon-server-connector-5.1.0","axon-server-connector-5.1.0",9,10,0.9,"io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.api.command,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.shared","event,api,snapshot,command,query,util,shared",""
