"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: domains/external-dependencies/queries/Package_json_dependencies_occurrence.cypher"
"@mjackson/node-fetch-server",7,0,"integration-rsc-vite,@playground/rsc-vite-7-framework,@playground/rsc-vite-framework,@playground/rsc-vite,@react-router/node,@react-router/serve,integration-rsc-vite-framework","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/rsc-vite,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite-7-framework,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite-framework,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite",""
"serialize-javascript",7,0,"@playground/vite-plugin-cloudflare,integration,integration-vite-6-template,integration-vite-5-template,integration-vite-plugin-cloudflare-template,integration-vite-7-beta-template,integration-vite-8-template","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/vite-plugin-cloudflare,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-6-template,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-5-template",""
"react-server-dom-webpack",6,0,"integration-rsc-vite,@playground/rsc-vite-7-framework,@playground/rsc-vite-framework,@playground/rsc-vite,integration,integration-rsc-vite-framework","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/rsc-vite,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite-7-framework,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite-framework,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite",""
"cross-env",5,0,"integration-rsc-vite,@playground/middleware,ssr,ssr-data-router,multi-app","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/rsc-vite,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/middleware,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/ssr,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/ssr-data-router",""
"semver",5,0,"@remix-run/react-router,react-router-scripts,integration,create-react-router,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/scripts,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"@vanilla-extract/vite-plugin",5,0,"integration,integration-vite-6-template,integration-vite-5-template,integration-vite-7-beta-template,integration-vite-8-template","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-6-template,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-5-template,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-7-beta-template",""
"@vanilla-extract/css",5,0,"integration,integration-vite-6-template,integration-vite-5-template,integration-vite-7-beta-template,integration-vite-8-template","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-6-template,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-5-template,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/vite-7-beta-template",""
"morgan",3,0,"@playground/middleware,@playground/framework-express,@react-router/serve","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/middleware,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/framework-express,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-serve",""
"picocolors",3,0,"@remix-run/react-router,create-react-router,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"prettier",3,0,"@remix-run/react-router,integration,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"remix-utils",2,0,"@playground/rsc-vite-7-framework,@playground/rsc-vite-framework","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite-7-framework,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/playground/rsc-vite-framework",""
"@babel/core",2,0,"@remix-run/react-router,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"typescript",2,0,"@remix-run/react-router,integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@mdx-js/rollup",2,0,"@remix-run/react-router,integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"vite",2,0,"@remix-run/react-router,integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@playwright/test",2,0,"@remix-run/react-router,integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@babel/preset-typescript",2,0,"@remix-run/react-router,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"dedent",2,0,"integration,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"execa",2,0,"integration,create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"strip-ansi",2,0,"integration,create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"get-port",2,0,"integration,@react-router/serve","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-serve",""
"pathe",2,0,"integration,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"arg",2,0,"create-react-router,@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"@babel/preset-react",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@types/react",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-jsx-a11y",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"jsonfile",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-jest",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"dox",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"prompts",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"jest",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@eslint/compat",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-jsdoc",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@typescript-eslint/parser",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"vitest",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"unist-util-remove",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@types/jest",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@manypkg/get-packages",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"babel-plugin-dev-expression",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-import",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"remark-parse",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"babel-jest",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-react-hooks",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@typescript-eslint/eslint-plugin",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@types/jsdom",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"fast-glob",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"unified",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@types/react-dom",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"remark-gfm",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@babel/preset-env",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@types/react-test-renderer",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-config-react-app",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"remark-stringify",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-flowtype",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"typedoc",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"eslint-plugin-react",1,0,"@remix-run/react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0",""
"@octokit/request",1,0,"react-router-scripts","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/scripts",""
"jsurl",1,0,"custom-query-parse-serialization","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/custom-query-parsing",""
"postcss",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"shelljs",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"type-fest",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"glob",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/dedent",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/cross-spawn",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/shelljs",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"strip-indent",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"cross-spawn",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"vite-env-only",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/semver",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"cheerio",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/glob",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"vite-tsconfig-paths",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"postcss-import",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@react-router/dev",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/express",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"@types/wait-on",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"wait-on",1,0,"integration","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration",""
"history",1,0,"ssr-data-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/ssr-data-router",""
"@remix-run/router",1,0,"ssr-data-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/ssr-data-router",""
"@reach/dialog",1,0,"modal-route-with-outlet","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/modal-route-with-outlet",""
