"externalModuleName","numberOfInternalModules","sumNumberOfUsedExternalDeclarations","minNumberOfUsedExternalDeclarations","maxNumberOfUsedExternalDeclarations","medNumberOfUsedExternalDeclarations","avgNumberOfUsedExternalDeclarations","stdNumberOfUsedExternalDeclarations","sumNumberOfInternalElements","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","internalModuleExamples","Source Cypher File: domains/external-dependencies/queries/External_module_usage_spread_for_Typescript.cypher"
"@architect/functions",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"arcTableSessionStorage,react-router-architect",""
"@architect/tables",2,6,3,3,3,3,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"arcTableSessionStorage,react-router-architect",""
"@babel/babel-parser",2,3,1,2,1.5,1.5,0.7071067811865476,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"remove-exports,with-props",""
"@mjackson/node-fetch-server",2,4,2,2,2,2,0,4,2,2,2,2,0,0.3125,0.3125,0.3125,0.3125,0,"server,react-router-node",""
"@types/api-gateway-proxy",2,17,3,14,8.5,8.5,7.7781745930520225,7,2,5,3.5,3.5,2.1213203435596424,0.3125,0.78125,0.546875,0.546875,0.33145630368119416,"react-router-architect,server",""
"@types/express",2,18,3,15,9,9,8.48528137423857,6,2,4,3,3,1.4142135623730951,0.3125,0.625,0.46875,0.46875,0.2209708691207961,"server,react-router-express",""
"@types/express-serve-static-core",2,2,1,1,1,1,0,5,2,3,2.5,2.5,0.7071067811865476,0.3125,0.46875,0.390625,0.390625,0.11048543456039805,"server,react-router-express",""
"@types/handler",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"react-router-architect,server",""
"@types/jsesc",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin,vite",""
"@types/qs",2,2,1,1,1,1,0,5,2,3,2.5,2.5,0.7071067811865476,0.3125,0.46875,0.390625,0.390625,0.11048543456039805,"server,react-router-express",""
"@types/stream",2,10,5,5,5,5,0,6,3,3,3,3,0,0.46875,0.46875,0.46875,0.46875,0,"react-router-node,stream",""
"async_hooks",2,2,1,1,1,1,0,8,4,4,4,4,0,0.625,0.625,0.625,0.625,0,"react-router,server",""
"cli",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"cloudflare,cloudflare-dev-proxy",""
"crypto",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin,vite",""
"esm",2,6,1,5,3,3,2.8284271247461903,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"config,flatRoutes",""
"module-runner",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin,vite",""
"node:crypto",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin,vite",""
"rollup",2,6,3,3,3,3,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin,vite",""
"url",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin,vite",""
"@types/APIGatewayProxyEventHeaders.""content-type",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"server",""
"@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"server",""
"@types/events",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"prompts-prompt-base",""
"@types/isEqual",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"config",""
"@types/kebabCase",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"plugin",""
"@types/semver",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"run",""
"@types/timers",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"prompts-select",""
"arg",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"run",""
"arg.Result.""--no-typescript",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"run",""
"exit-hook",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"commands",""
"inspector",1,3,3,3,3,3,0,3,3,3,3,3,0,0.46875,0.46875,0.46875,0.46875,0,"profiler",""
"node:child_process",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"config",""
"node:inspector",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"profiler",""
"node:readline",1,3,3,3,3,3,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"prompts-prompt-base",""
"p-map",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"prerender",""
"prettier",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"useJavascript",""
"server",1,4,4,4,4,4,0,2,2,2,2,2,0,0.3125,0.3125,0.3125,0.3125,0,"vite-node",""
"types",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15625,0.15625,0.15625,0.15625,0,"utils",""
