"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"io.grpc",1,3,3,3,3,3,0,60,60,60,60,0,10,10,10,10,10,0,13.88888888888889,13.88888888888889,13.88888888888889,13.88888888888889,0,"axon-server-connector-5.0.0",""
"io.micrometer",1,2,2,2,2,2,0,100,100,100,100,0,12,12,12,12,12,0,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,0,"axon-metrics-micrometer-5.0.0",""
"io.opentelemetry",1,1,1,1,1,1,0,100,100,100,100,0,5,5,5,5,5,0,100,100,100,100,0,"axon-tracing-opentelemetry-5.0.0",""
"jakarta.validation",1,1,1,1,1,1,0,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,0,2,2,2,2,2,0,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0,"axon-messaging-5.0.0",""
"javax.cache",1,1,1,1,1,1,0,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,0,2,2,2,2,2,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,"axon-common-5.0.0",""
"org.awaitility",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.0",""
"org.axonframework",1,3,3,3,3,3,0,42.85714285714286,42.85714285714286,42.85714285714286,42.85714285714286,0,8,8,8,8,8,0,12.121212121212121,12.121212121212121,12.121212121212121,12.121212121212121,0,"axon-spring-boot-autoconfigure-5.0.0",""
"org.ehcache",1,1,1,1,1,1,0,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,0,3,3,3,3,3,0,2,2,2,2,0,"axon-common-5.0.0",""
"org.hamcrest",1,3,3,3,3,3,0,60,60,60,60,0,22,22,22,22,22,0,30.136986301369863,30.136986301369863,30.136986301369863,30.136986301369863,0,"axon-test-5.0.0",""
"org.junit",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.0",""
"org.reactivestreams",1,3,3,3,3,3,0,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,0,6,6,6,6,6,0,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,0,"axon-messaging-5.0.0",""
"org.springframework",1,5,5,5,5,5,0,71.42857142857143,71.42857142857143,71.42857142857143,71.42857142857143,0,21,21,21,21,21,0,31.818181818181817,31.818181818181817,31.818181818181817,31.818181818181817,0,"axon-spring-boot-autoconfigure-5.0.0",""
"org.testcontainers",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.0",""
"reactor.util",1,1,1,1,1,1,0,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,0,2,2,2,2,2,0,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0,"axon-messaging-5.0.0",""
