"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","forwardToBackwardBalance","numberForward","numberBackward","forwardDependencyExamples","backwardDependencyExamples","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies_for_Typescript.cypher"
"react-router","./lib/server-runtime/server.ts","react-router","./index.ts",0.42857142857142855,5,2,"createRequestHandler->ServerBuild,CreateRequestHandlerFunction->ServerBuild,CreateRequestHandlerFunction->RequestHandler,createRequestHandler->CreateRequestHandlerFunction,RequestHandler->AppLoadContext","CreateRequestHandlerFunction<-createRequestHandler,RequestHandler<-CreateRequestHandlerFunction",""
"react-router","./lib/router/router.ts","react-router","./index.ts",0.4090909090909091,62,26,"createRouter->RouteObject,createRouter->Action,RouterState->Action,BlockerFunction->Action,RouterInit->DataStrategyFunction,StaticHandler->DataStrategyFunction,createRouter->DataStrategyFunction,createRouter->IDLE_NAVIGATION,createStaticHandler->DataStrategyMatch","Router<-useFogOFWarDiscovery,StaticHandlerContext<-StaticHandler,Router<-createRouter,isMutationMethod<-createRouter,IDLE_BLOCKER<-createRouter,IDLE_NAVIGATION<-createRouter,RouterState<-createRouter,RouterSubscriber<-createRouter,RouterInit<-createRouter",""
"react-router","./index-react-server.ts","react-router","./index.ts",0.38461538461538464,54,24,"createStaticHandler->DataStrategyMatch,RSCMatch->RSCPayload,createStaticHandler->StaticHandler,RSCRouteManifest->ShouldRevalidateFunction,createStaticHandler->StaticHandlerContext,createStaticHandler->unstable_InstrumentRouteFunction,replace->replace,createStaticHandler->DataStrategyResult,RSCRouteManifest->MetaFunction","matchRSCServerRequest<-unstable_matchRSCServerRequest,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,isCookie<-createCookieSessionStorage,SessionStorage<-createCookieSessionStorage,Cookie<-createCookieSessionStorage,createCookie<-createCookieSessionStorage,RSCRouteConfigEntry<-RSCRouteConfig,RouterContextProvider<-createRouter",""
"react-router","./index.ts","react-router","./lib/router/history.ts",0.375,44,20,"Router->To,Navigator->To,resolvePath->To,createBrowserHistory->BrowserHistory,generatePath->invariant,createRouter->invariant,createRouter->Action,RouterState->Action,createMemoryHistory->Action","Action<-History,Location<-History,Path<-History,To<-History,createPath<-createBrowserURLImpl,invariant<-createBrowserURLImpl,To<-createBrowserURLImpl,Action<-createMemoryHistory,createPath<-createMemoryHistory",""
"react-router","./lib/dom/ssr/routeModules.ts","react-router","./index.ts",0.37142857142857144,24,11,"RouteModule->ShouldRevalidateFunction,ClientLoaderFunction->ClientLoaderFunctionArgs,RouteModule->MetaFunction,loadRouteModule->RouteModules,ServerRouteModule->LoaderFunction,MetaArgs->LoaderFunction,MetaFunction->LoaderFunction,MetaMatch->LoaderFunction,ClientActionFunctionArgs->ActionFunctionArgs","ClientLoaderFunction<-MetaArgs,MetaMatches<-MetaArgs,RouteModules<-useFogOFWarDiscovery,ClientLoaderFunction<-MetaFunction,RouteModules<-getPatchRoutesOnNavigationFunction,ClientLoaderFunctionArgs<-ClientLoaderFunction,LinksFunction<-RSCRouteManifest,ClientLoaderFunction<-RSCRouteManifest,MetaFunction<-RSCRouteManifest",""
"react-router","./index.ts","react-router","./lib/router/utils.ts",0.35537190082644626,82,39,"RouterContextProvider->RouterContext,createContext->RouterContext,matchPath->PathMatch,createRouter->ResultType,createRouter->isRouteErrorResponse,createRouter->DataStrategyMatch,DataStrategyFunctionArgs->DataStrategyMatch,matchRoutes->AgnosticRouteObject,RouterInit->AgnosticRouteObject","Params<-PathMatch,PathPattern<-PathMatch,resolvePath<-resolveTo,invariant<-resolveTo,Path<-resolveTo,To<-resolveTo,parsePath<-resolveTo,FormEncType<-Submission,DataStrategyResult<-DataStrategyMatch",""
"react-router","./dom-export.ts","react-router","./index.ts",0.3333333333333333,6,3,"RSCRenderPayload->Location,RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCPayload->RSCRenderPayload,RSCRenderPayload->RSCRouteMatch,RSCPayload->RSCManifestPayload","RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCPayload<-RSCMatch",""
"react-router","./index-react-server.ts","react-router","./lib/dom/ssr/routeModules.ts",0.3333333333333333,4,2,"RSCRouteManifest->LinksFunction,RSCRouteManifest->ClientLoaderFunction,RSCRouteManifest->MetaFunction,RSCRouteManifest->ClientActionFunction","MiddlewareFunction<-RouteModule,MiddlewareFunction<-ServerRouteModule",""
"react-router","./index-react-server.ts","react-router","./lib/router/instrumentation.ts",0.3333333333333333,2,1,"createStaticHandler->getRouteInstrumentationUpdates,createStaticHandler->unstable_InstrumentRouteFunction","MiddlewareFunction<-getRouteInstrumentationUpdates",""
"react-router-architect","./index.ts","react-router-architect","./server.ts",0.3333333333333333,4,2,"createRequestHandler->sendReactRouterResponse,createRequestHandler->GetLoadContextFunction,createRequestHandler->createReactRouterRequest,createRequestHandler->RequestHandler","GetLoadContextFunction<-createRequestHandler,RequestHandler<-createRequestHandler",""
"react-router","./index.ts","react-router","./lib/types/route-data.ts",0.3333333333333333,2,1,"ClientActionFunctionArgs->SerializeFrom,ClientLoaderFunctionArgs->SerializeFrom","AppLoadContext<-ServerDataFunctionArgs",""
"react-router-express","./index.ts","react-router-express","./server.ts",0.3333333333333333,4,2,"createRequestHandler->RequestHandler,createRequestHandler->createRemixRequest,createRequestHandler->GetLoadContextFunction,createRequestHandler->sendRemixResponse","GetLoadContextFunction<-createRequestHandler,RequestHandler<-createRequestHandler",""
"react-router","./index-react-server.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"createCookie->CookieOptions,isCookie->IsCookieFunction,createCookieSessionStorage->Cookie,createCookie->Cookie,createCookieSessionStorage->isCookie,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie","CookieSignatureOptions<-CookieOptions,IsCookieFunction<-isCookie,CookieOptions<-createCookie,Cookie<-createCookie",""
"react-router","./index.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"createCookie->CookieOptions,isCookie->IsCookieFunction,createCookieSessionStorage->Cookie,createCookie->Cookie,createCookieSessionStorage->isCookie,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie","CookieSignatureOptions<-CookieOptions,IsCookieFunction<-isCookie,Cookie<-createCookie,CookieOptions<-createCookie",""
"react-router","./lib/dom/dom.ts","react-router","./index.ts",0.2727272727272727,7,4,"getSearchParamsForLocation->createSearchParams,URLSearchParamsInit->ParamKeyValuePair,createSearchParams->ParamKeyValuePair,defaultMethod->HTMLFormMethod,getFormSubmissionInfo->SubmitTarget,SubmitOptions->FetcherSubmitOptions,createSearchParams->URLSearchParamsInit","URLSearchParamsInit<-createSearchParams,ParamKeyValuePair<-createSearchParams,FetcherSubmitOptions<-SubmitOptions,ParamKeyValuePair<-URLSearchParamsInit",""
"react-router-dev","./config/routes.ts","react-router-dev","./routes.ts",0.25925925925925924,17,10,"relative->layout,configRoutesToRouteManifest->route,prefix->route,relative->route,relative->prefix,resolvedRouteConfigSchema->RouteConfigEntry,routeConfigEntrySchema->RouteConfigEntry,index->RouteConfigEntry,prefix->RouteConfigEntry","RouteConfigEntry<-layout,RouteConfigEntry<-route,RouteConfigEntry<-prefix,route<-prefix,layout<-relative,prefix<-relative,route<-relative,index<-relative,RouteConfigEntry<-RouteConfig",""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts",0.25,5,3,"EntryContext->FrameworkContextObject,ServerBuild->FutureConfig,getPatchRoutesOnNavigationFunction->AssetsManifest,useFogOFWarDiscovery->AssetsManifest,ServerBuild->AssetsManifest","RouteModules<-FrameworkContextObject,AssetsManifest<-FrameworkContextObject,StaticHandlerContext<-EntryContext",""
"react-router-dev","./config.ts","react-router-dev","./config/config.ts",0.14285714285714285,4,3,"ReactRouterConfig->ServerBundlesFunction,ReactRouterConfig->PrerenderPaths,ReactRouterConfig->Preset,Preset->ReactRouterConfig","ReactRouterConfig<-Preset,Preset<-ReactRouterConfig,ServerBundlesFunction<-ReactRouterConfig",""
"react-router","./lib/router/instrumentation.ts","react-router","./index.ts",0.13043478260869565,13,10,"unstable_ServerInstrumentation->unstable_InstrumentRouteFunction,getRouteInstrumentationUpdates->unstable_InstrumentRouteFunction,unstable_ClientInstrumentation->unstable_InstrumentRouteFunction,instrumentClientSideRouter->unstable_InstrumentRouterFunction,unstable_ClientInstrumentation->unstable_InstrumentRouterFunction,unstable_ServerInstrumentation->unstable_InstrumentRequestHandlerFunction,instrumentHandler->unstable_InstrumentRequestHandlerFunction,getRouteInstrumentationUpdates->LoaderFunction,instrumentHandler->RequestHandler","unstable_ServerInstrumentation<-ServerEntryModule,unstable_InstrumentRequestHandlerFunction<-unstable_ServerInstrumentation,unstable_InstrumentRouteFunction<-unstable_ServerInstrumentation,unstable_InstrumentRouteFunction<-unstable_ClientInstrumentation,unstable_InstrumentRouterFunction<-unstable_ClientInstrumentation,getRouteInstrumentationUpdates<-createRouter,unstable_InstrumentRouteFunction<-createRouter,unstable_InstrumentRouterFunction<-createRouter,instrumentClientSideRouter<-createRouter",""
"react-router","./lib/context.ts","react-router","./index.ts",0.09523809523809523,23,19,"RouteContextObject->RouteObject,IndexRouteObject->RouteObject,NonIndexRouteObject->RouteObject,RouteMatch->RouteObject,PatchRoutesOnNavigationFunctionArgs->RouteObject,RouteObject->NonIndexRouteObject,DataRouteObject->NonIndexRouteObject,RouteContextObject->RouteMatch,DataRouteMatch->RouteMatch","IndexRouteObject<-RouteObject,NonIndexRouteObject<-RouteObject,RouteObject<-NonIndexRouteObject,RouteObject<-RouteMatch,DataRouteObject<-DataRouteMatch,RouteMatch<-DataRouteMatch,PatchRoutesOnNavigationFunction<-getPatchRoutesOnNavigationFunction,RouteContextObject<-RouteContext,RouteObject<-createRouter",""
"react-router","./index-react-server.ts","react-router","./dom-export.ts",0.09090909090909091,6,5,"matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction,matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCManifestPayload,RSCPayload->RSCRenderPayload,RSCMatch->RSCPayload","RSCRouteManifest<-RSCManifestPayload,RSCRouteManifest<-RSCRenderPayload,RSCRouteMatch<-RSCRenderPayload,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload",""
"react-router","./index-react-server.ts","react-router","./lib/router/router.ts",0.06666666666666667,8,7,"createStaticHandler->CreateStaticHandlerOptions,createStaticHandler->isMutationMethod,createStaticHandler->isRedirectResponse,createStaticHandler->StaticHandlerContext,createStaticHandler->StaticHandler,createStaticHandler->isResponse,createStaticHandler->isDataWithResponseInit,createStaticHandler->getStaticContextFromError","isRouteErrorResponse<-getStaticContextFromError,RouterContextProvider<-createRouter,isRouteErrorResponse<-createRouter,matchRoutes<-createRouter,RouterContextProvider<-createStaticHandler,isRouteErrorResponse<-createStaticHandler,matchRoutes<-createStaticHandler",""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts",0.02857142857142857,18,17,"matchRSCServerRequest->DecodeFormStateFunction,RSCPayload->RSCActionPayload,matchRSCServerRequest->RSCRouteConfigEntry,RSCRouteConfig->RSCRouteConfigEntry,matchRSCServerRequest->isManifestRequest,RSCRenderPayload->RSCRouteMatch,RSCMatch->RSCPayload,RSCPayload->RSCRenderPayload,RSCPayload->RSCManifestPayload","RSCRenderPayload<-RSCActionPayload,DecodeActionFunction<-matchRSCServerRequest,DecodeReplyFunction<-matchRSCServerRequest,LoadServerActionFunction<-matchRSCServerRequest,RSCRouteConfigEntry<-matchRSCServerRequest,RouterContextProvider<-matchRSCServerRequest,matchRoutes<-matchRSCServerRequest,DecodeFormStateFunction<-matchRSCServerRequest,RSCMatch<-matchRSCServerRequest",""
"react-router","./lib/router/links.ts","react-router","./index.ts",0,2,2,"PageLinkDescriptor->HtmlLinkDescriptor,LinkDescriptor->PageLinkDescriptor","PageLinkDescriptor<-LinkDescriptor,HtmlLinkDescriptor<-PageLinkDescriptor",""
"react-router","./lib/rsc/server.rsc.ts","react-router","./dom-export.ts",0,7,7,"matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction,matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCManifestPayload,RSCActionPayload->RSCRenderPayload,RSCPayload->RSCRenderPayload,RSCMatch->RSCPayload","RSCRouteManifest<-RSCManifestPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCRenderPayload,RSCActionPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRedirectPayload<-RSCPayload",""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts",0,6,6,"ServerBuild->ServerEntryModule,ServerEntryModule->unstable_ServerInstrumentation,ServerEntryModule->HandleErrorFunction,ServerEntryModule->HandleDataRequestFunction,ServerBuild->AssetsManifest,ServerEntryModule->HandleDocumentRequestFunction","HandleDocumentRequestFunction<-ServerEntryModule,HandleErrorFunction<-ServerEntryModule,HandleDataRequestFunction<-ServerEntryModule,ServerEntryModule<-ServerBuild,ServerBuild<-createRequestHandler,ServerBuild<-CreateRequestHandlerFunction",""
"react-router-node","./server.ts","react-router-node","./index.ts",0,1,1,"createRequestListener->RequestListenerOptions","RequestListenerOptions<-createRequestListener",""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts",0,5,5,"createPagesFunctionHandlerParams->GetLoadContextFunction,createPagesFunctionHandler->createPagesFunctionHandlerParams,createRequestHandler->createPagesFunctionHandlerParams,createRequestHandler->RequestHandler,createPagesFunctionHandler->createRequestHandler","GetLoadContextFunction<-createPagesFunctionHandlerParams,RequestHandler<-createRequestHandler,createPagesFunctionHandlerParams<-createRequestHandler,createPagesFunctionHandlerParams<-createPagesFunctionHandler,createRequestHandler<-createPagesFunctionHandler",""
