"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","forwardToBackwardBalance","numberForward","numberBackward","forwardDependencyExamples","backwardDependencyExamples","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies_for_Typescript.cypher"
"react-router","./lib/server-runtime/server.ts","react-router","./index.ts",0.42857142857142855,5,2,"RequestHandler->AppLoadContext,createRequestHandler->ServerBuild,CreateRequestHandlerFunction->ServerBuild,createRequestHandler->CreateRequestHandlerFunction,CreateRequestHandlerFunction->RequestHandler","RequestHandler<-CreateRequestHandlerFunction,CreateRequestHandlerFunction<-createRequestHandler",""
"react-router","./index.ts","react-router","./lib/router/history.ts",0.38235294117647056,47,21,"createMemoryHistory->MemoryHistoryOptions,createHashHistory->createLocation,createRouter->createLocation,createBrowserHistory->createLocation,createMemoryHistory->createLocation,createBrowserHistory->UrlHistoryOptions,createHashHistory->UrlHistoryOptions,createHashHistory->createPath,getPatchRoutesOnNavigationFunction->createPath","InitialEntry<-MemoryHistoryOptions,To<-createLocation,Location<-createLocation,Path<-createLocation,parsePath<-createLocation,parsePath<-createMemoryHistory,createPath<-createMemoryHistory,Action<-createMemoryHistory,To<-createBrowserURLImpl",""
"react-router","./lib/dom/ssr/routeModules.ts","react-router","./index.ts",0.37142857142857144,24,11,"ClientActionFunction->ClientActionFunctionArgs,ClientLoaderFunctionArgs->LoaderFunctionArgs,ClientLoaderFunction->ClientLoaderFunctionArgs,RouteModule->ShouldRevalidateFunction,ServerRouteModule->MiddlewareFunction,RouteModule->MiddlewareFunction,ServerRouteModule->ActionFunction,RouteModule->ClientLoaderFunction,MetaArgs->ClientLoaderFunction","ClientLoaderFunction<-MetaArgs,MetaMatches<-MetaArgs,RouteModules<-useFogOFWarDiscovery,RouteModules<-getPatchRoutesOnNavigationFunction,ClientActionFunction<-RSCRouteManifest,LinksFunction<-RSCRouteManifest,MetaFunction<-RSCRouteManifest,ClientLoaderFunction<-RSCRouteManifest,ClientLoaderFunctionArgs<-ClientLoaderFunction",""
"react-router","./index-react-server.ts","react-router","./index.ts",0.36470588235294116,58,27,"createStaticHandler->DataStrategyMatch,matchRSCServerRequest->DecodeReplyFunction,CookieOptions->CookieSignatureOptions,RSCRenderPayload->RSCRouteMatch,redirectDocument->RedirectFunction,replace->RedirectFunction,redirect->RedirectFunction,matchRSCServerRequest->DecodeActionFunction,Await->Await","matchRSCServerRequest<-unstable_matchRSCServerRequest,RSCRouteManifest<-RSCRouteMatch,MiddlewareNextFunction<-MiddlewareFunction,createCookie<-createCookieSessionStorage,Cookie<-createCookieSessionStorage,SessionStorage<-createCookieSessionStorage,isCookie<-createCookieSessionStorage,RouterContext<-createContext,RouterContext<-RouterContextProvider",""
"react-router","./dom-export.ts","react-router","./index.ts",0.3333333333333333,6,3,"RSCRenderPayload->RSCRouteMatch,RSCRenderPayload->RSCRouteManifest,RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->Location,RSCPayload->RSCManifestPayload,RSCPayload->RSCRenderPayload","RSCPayload<-RSCMatch,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload",""
"react-router","./index-react-server.ts","react-router","./lib/dom/ssr/routeModules.ts",0.3333333333333333,4,2,"RSCRouteManifest->ClientActionFunction,RSCRouteManifest->LinksFunction,RSCRouteManifest->MetaFunction,RSCRouteManifest->ClientLoaderFunction","MiddlewareFunction<-ServerRouteModule,MiddlewareFunction<-RouteModule",""
"react-router","./index-react-server.ts","react-router","./lib/router/instrumentation.ts",0.3333333333333333,2,1,"createStaticHandler->getRouteInstrumentationUpdates,createStaticHandler->unstable_InstrumentRouteFunction","MiddlewareFunction<-getRouteInstrumentationUpdates",""
"react-router-architect","./index.ts","react-router-architect","./server.ts",0.3333333333333333,4,2,"createRequestHandler->createReactRouterRequest,createRequestHandler->RequestHandler,createRequestHandler->GetLoadContextFunction,createRequestHandler->sendReactRouterResponse","RequestHandler<-createRequestHandler,GetLoadContextFunction<-createRequestHandler",""
"react-router","./index.ts","react-router","./lib/types/route-data.ts",0.3333333333333333,2,1,"ClientLoaderFunctionArgs->SerializeFrom,ClientActionFunctionArgs->SerializeFrom","AppLoadContext<-ServerDataFunctionArgs",""
"react-router-express","./index.ts","react-router-express","./server.ts",0.3333333333333333,4,2,"createRequestHandler->GetLoadContextFunction,createRequestHandler->sendRemixResponse,createRequestHandler->RequestHandler,createRequestHandler->createRemixRequest","GetLoadContextFunction<-createRequestHandler,RequestHandler<-createRequestHandler",""
"react-router","./index-react-server.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"isCookie->IsCookieFunction,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,createCookieSessionStorage->isCookie,createCookie->CookieOptions,createCookieSessionStorage->Cookie,createCookie->Cookie","Cookie<-createCookie,CookieOptions<-createCookie,IsCookieFunction<-isCookie,CookieSignatureOptions<-CookieOptions",""
"react-router","./index.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"isCookie->IsCookieFunction,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,createCookieSessionStorage->isCookie,createCookie->CookieOptions,createCookieSessionStorage->Cookie,createCookie->Cookie","Cookie<-createCookie,CookieOptions<-createCookie,IsCookieFunction<-isCookie,CookieSignatureOptions<-CookieOptions",""
"react-router","./lib/dom/dom.ts","react-router","./index.ts",0.2727272727272727,7,4,"createSearchParams->URLSearchParamsInit,SubmitOptions->FetcherSubmitOptions,getSearchParamsForLocation->createSearchParams,defaultMethod->HTMLFormMethod,URLSearchParamsInit->ParamKeyValuePair,createSearchParams->ParamKeyValuePair,getFormSubmissionInfo->SubmitTarget","ParamKeyValuePair<-URLSearchParamsInit,ParamKeyValuePair<-createSearchParams,URLSearchParamsInit<-createSearchParams,FetcherSubmitOptions<-SubmitOptions",""
"react-router-dev","./config/routes.ts","react-router-dev","./routes.ts",0.25925925925925924,17,10,"prefix->route,configRoutesToRouteManifest->route,relative->route,relative->prefix,validateRouteConfig->RouteConfigEntry,layout->RouteConfigEntry,routeConfigEntrySchema->RouteConfigEntry,index->RouteConfigEntry,RouteConfig->RouteConfigEntry","index<-relative,prefix<-relative,route<-relative,layout<-relative,RouteConfigEntry<-RouteConfig,RouteConfigEntry<-route,route<-prefix,RouteConfigEntry<-prefix,RouteConfigEntry<-index",""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts",0.25,5,3,"EntryContext->FrameworkContextObject,ServerBuild->AssetsManifest,getPatchRoutesOnNavigationFunction->AssetsManifest,useFogOFWarDiscovery->AssetsManifest,ServerBuild->FutureConfig","AssetsManifest<-FrameworkContextObject,RouteModules<-FrameworkContextObject,StaticHandlerContext<-EntryContext",""
"react-router","./lib/context.ts","react-router","./index.ts",0.25,10,6,"Navigator->To,DataRouterStateContext->Router,DataRouterContextObject->Router,ViewTransitionContextObject->Location,DataRouterStateContext->RouterState,RouteContextObject->RouteMatch,DataRouterContextObject->StaticHandlerContext,RouteContextObject->RouteObject,Navigator->NavigateOptions","ViewTransitionContextObject<-ViewTransitionContext,AwaitContext<-AwaitContextProvider,FetchersContextObject<-FetchersContext,DataRouterContextObject<-DataRouterContext,NavigateOptions<-Navigator,RouteContextObject<-RouteContext",""
"react-router","./lib/router/instrumentation.ts","react-router","./index.ts",0.16666666666666666,14,10,"getRouteInstrumentationUpdates->LoaderFunctionArgs,getRouteInstrumentationUpdates->DataRouteObject,instrumentClientSideRouter->unstable_InstrumentRouterFunction,unstable_ClientInstrumentation->unstable_InstrumentRouterFunction,getRouteInstrumentationUpdates->MiddlewareFunction,instrumentHandler->RequestHandler,getRouteInstrumentationUpdates->LoaderFunction,instrumentClientSideRouter->Router,getRouteInstrumentationUpdates->ActionFunctionArgs","unstable_InstrumentRouteFunction<-unstable_ServerInstrumentation,unstable_InstrumentRequestHandlerFunction<-unstable_ServerInstrumentation,unstable_InstrumentRouteFunction<-unstable_ClientInstrumentation,unstable_InstrumentRouterFunction<-unstable_ClientInstrumentation,unstable_ServerInstrumentation<-ServerEntryModule,getRouteInstrumentationUpdates<-createRouter,instrumentClientSideRouter<-createRouter,unstable_InstrumentRouteFunction<-createRouter,unstable_InstrumentRouterFunction<-createRouter",""
"react-router-dev","./config.ts","react-router-dev","./config/config.ts",0.14285714285714285,4,3,"ReactRouterConfig->Preset,Preset->ReactRouterConfig,ReactRouterConfig->PrerenderPaths,ReactRouterConfig->ServerBundlesFunction","ReactRouterConfig<-Preset,Preset<-ReactRouterConfig,ServerBundlesFunction<-ReactRouterConfig",""
"react-router","./index.ts","react-router","./lib/router/utils.ts",0.11956521739130435,103,81,"RouterContextProvider->RouterContext,createContext->RouterContext,replace->redirect,redirectDocument->redirect,generatePath->PathParam,createRouter->RedirectResult,BaseRouteObject->ActionFunction,RouteObject->ActionFunction,createRouter->convertRouteMatchToUiMatch","RouteMatch<-getPathContributingMatches,RouteObject<-getPathContributingMatches,RedirectFunction<-redirect,UIMatch<-convertRouteMatchToUiMatch,data<-convertRouteMatchToUiMatch,DataRouteMatch<-convertRouteMatchToUiMatch,RouteObject<-LazyRouteObject,PathPattern<-PathMatch,Params<-PathMatch",""
"react-router","./index-react-server.ts","react-router","./dom-export.ts",0.09090909090909091,6,5,"matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCManifestPayload,matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction,RSCPayload->RSCRenderPayload,RSCMatch->RSCPayload","RSCRouteManifest<-RSCManifestPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCRenderPayload,RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload",""
"react-router","./index-react-server.ts","react-router","./lib/router/router.ts",0.06666666666666667,8,7,"createStaticHandler->CreateStaticHandlerOptions,createStaticHandler->StaticHandlerContext,createStaticHandler->isRedirectResponse,createStaticHandler->isMutationMethod,createStaticHandler->StaticHandler,createStaticHandler->getStaticContextFromError,createStaticHandler->isDataWithResponseInit,createStaticHandler->isResponse","isRouteErrorResponse<-createRouter,matchRoutes<-createRouter,RouterContextProvider<-createRouter,isRouteErrorResponse<-createStaticHandler,matchRoutes<-createStaticHandler,RouterContextProvider<-createStaticHandler,isRouteErrorResponse<-getStaticContextFromError",""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts",0.02857142857142857,18,17,"matchRSCServerRequest->RSCRouteConfigEntry,RSCRouteConfig->RSCRouteConfigEntry,matchRSCServerRequest->isManifestRequest,RSCPayload->RSCActionPayload,RSCPayload->RSCRenderPayload,matchRSCServerRequest->LoadServerActionFunction,matchRSCServerRequest->DecodeActionFunction,RSCRenderPayload->RSCRouteMatch,RSCPayload->RSCManifestPayload","RSCRenderPayload<-RSCActionPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCRenderPayload,RSCRouteConfigEntry<-RSCRouteConfig,RSCRouteManifest<-RSCRouteMatch,DecodeActionFunction<-matchRSCServerRequest,RSCRouteConfigEntry<-matchRSCServerRequest,DecodeReplyFunction<-matchRSCServerRequest,DecodeFormStateFunction<-matchRSCServerRequest",""
"react-router","./lib/router/links.ts","react-router","./index.ts",0,2,2,"LinkDescriptor->PageLinkDescriptor,PageLinkDescriptor->HtmlLinkDescriptor","HtmlLinkDescriptor<-PageLinkDescriptor,PageLinkDescriptor<-LinkDescriptor",""
"react-router","./lib/rsc/server.rsc.ts","react-router","./dom-export.ts",0,7,7,"matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCManifestPayload,matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction,RSCPayload->RSCRenderPayload,RSCActionPayload->RSCRenderPayload,RSCMatch->RSCPayload","RSCRouteManifest<-RSCManifestPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCRenderPayload,RSCActionPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRedirectPayload<-RSCPayload",""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts",0,6,6,"ServerEntryModule->HandleErrorFunction,ServerEntryModule->HandleDataRequestFunction,ServerEntryModule->unstable_ServerInstrumentation,ServerBuild->AssetsManifest,ServerEntryModule->HandleDocumentRequestFunction,ServerBuild->ServerEntryModule","ServerEntryModule<-ServerBuild,ServerBuild<-CreateRequestHandlerFunction,HandleDocumentRequestFunction<-ServerEntryModule,HandleDataRequestFunction<-ServerEntryModule,HandleErrorFunction<-ServerEntryModule,ServerBuild<-createRequestHandler",""
"react-router-node","./server.ts","react-router-node","./index.ts",0,1,1,"createRequestListener->RequestListenerOptions","RequestListenerOptions<-createRequestListener",""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts",0,5,5,"createRequestHandler->RequestHandler,createPagesFunctionHandler->createRequestHandler,createPagesFunctionHandler->createPagesFunctionHandlerParams,createRequestHandler->createPagesFunctionHandlerParams,createPagesFunctionHandlerParams->GetLoadContextFunction","RequestHandler<-createRequestHandler,createPagesFunctionHandlerParams<-createRequestHandler,GetLoadContextFunction<-createPagesFunctionHandlerParams,createPagesFunctionHandlerParams<-createPagesFunctionHandler,createRequestHandler<-createPagesFunctionHandler",""
