"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"org.apache.avro",2,5,17,56,120,1231,"AvroRuntimeException,SchemaCompatibility$Incompatibility,Schema,SchemaCompatibility$SchemaCompatibilityType,SchemaCompatibility$SchemaIncompatibilityType,SchemaNormalization,InvalidNumberEncodingException,SchemaCompatibility,InvalidAvroMagicException",""
"org.apache.avro.message",2,9,12,38,120,1231,"SchemaStore,BinaryMessageEncoder,BinaryMessageDecoder,BadHeaderException,SchemaStore$Cache",""
"org.axonframework.extension.spring.config",2,5,13,42,120,1231,"EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$PooledEventProcessorSettings,EventProcessorSettings$ProcessorMode,EventProcessorSettings,SpringAxonApplication,SpringComponentRegistry,SpringLifecycleRegistry,EventProcessorDefinition,DefaultProcessorModuleFactory",""
"tools.jackson.databind",2,8,11,47,120,1231,"JavaType,ObjectMapper,JsonNode",""
"tools.jackson.databind.json",2,2,4,10,120,1231,"JsonMapper,JsonMapper$Builder",""
"com.google.gson",1,1,4,7,120,1231,"JsonElement,JsonParser,JsonArray,JsonObject",""
"io.axoniq.axonserver.connector.event",1,5,8,38,120,1231,"DcbEventChannel$AppendEventsTransaction,DcbEventChannel,EventStream,AggregateEventStream,EventChannel,AppendEventsTransaction",""
"io.axoniq.axonserver.connector.query",1,3,6,19,120,1231,"QueryHandler,QueryHandler$UpdateHandler,QueryDefinition,SubscriptionQueryResult,QueryChannel",""
"io.axoniq.axonserver.grpc.command",1,3,8,63,120,1231,"Command$Builder,CommandResponse$Builder,Command,CommandResponse",""
"io.axoniq.axonserver.grpc.event",1,3,5,31,120,1231,"EventWithToken,Event,Event$Builder,Confirmation",""
"io.axoniq.axonserver.grpc.event.dcb",1,6,28,104,120,1231,"GetSequenceAtResponse,TaggedEvent,Event,GetHeadResponse,GetTailResponse,AppendEventsResponse,Tag,StreamEventsRequest$Builder,Criterion$Builder",""
"io.axoniq.axonserver.grpc.query",1,5,14,98,120,1231,"SubscriptionQuery,QueryResponse,QueryRequest,QueryRequest$Builder,QueryResponse$Builder,QueryUpdate,QueryUpdate$Builder",""
"io.opentelemetry.api.trace",1,3,9,46,120,1231,"SpanKind,Span,Tracer,SpanBuilder,StatusCode,SpanContext",""
"io.opentelemetry.context.propagation",1,4,9,15,120,1231,"TextMapSetter,TextMapPropagator,TextMapGetter,ContextPropagators",""
"jakarta.validation",1,2,5,16,120,1231,"ConstraintViolation,Validation,ValidatorFactory,Validator",""
"javax.cache.configuration",1,2,3,9,120,1231,"CacheEntryListenerConfiguration,Factory",""
"javax.cache.event",1,1,8,26,120,1231,"CacheEntryExpiredListener,CacheEntryCreatedListener,CacheEntryEventFilter,CacheEntryEvent,CacheEntryListenerException,CacheEntryListener,CacheEntryUpdatedListener,CacheEntryRemovedListener",""
"org.apache.avro.generic",1,6,7,29,120,1231,"GenericRecord,GenericData,GenericDatumReader",""
"org.apache.avro.specific",1,2,4,14,120,1231,"SpecificRecordBase,SpecificData",""
"org.axonframework.extension.spring.config.annotation",1,1,2,7,120,1231,"HandlerDefinitionFactoryBean,SpringParameterResolverFactoryBean",""
"org.axonframework.extension.spring.conversion.avro",1,1,3,8,120,1231,"AvroSchemaPackages,ClasspathAvroSchemaLoader,SpecificRecordBaseClasspathAvroSchemaLoader",""
"org.ehcache.event",1,3,8,30,120,1231,"EventOrdering,EventFiring,EventType,CacheEventListener,CacheEvent",""
"org.junit.jupiter.api.extension",1,1,8,28,120,1231,"ParameterResolutionException,BeforeEachCallback,AfterEachCallback,ParameterResolver,ExtensionContext$Store,ExtensionContext,ExtensionContext$Namespace,ParameterContext",""
"org.springframework.beans.factory",1,2,4,19,120,1231,"BeanFactoryUtils,BeanClassLoaderAware,NoSuchBeanDefinitionException,BeanFactory",""
"org.springframework.boot.context.properties.bind",1,2,5,11,120,1231,"ConstructorBinding,DefaultValue,BindResult,Bindable,Binder",""
"org.springframework.boot.docker.compose.core",1,1,2,5,120,1231,"RunningService,ConnectionPorts",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,120,1231,"DockerComposeConnectionDetailsFactory,DockerComposeConnectionSource",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,120,1231,"ContainerConnectionSource,ContainerConnectionDetailsFactory,ContainerConnectionDetailsFactory$ContainerConnectionDetails",""
"org.springframework.context",1,3,5,9,120,1231,"ApplicationContext,ApplicationContextAware",""
"org.testcontainers.containers",1,1,2,7,120,1231,"GenericContainer,ContainerLaunchException",""
"org.testcontainers.containers.wait.strategy",1,1,2,3,120,1231,"HttpWaitStrategy,Wait",""
"org.testcontainers.utility",1,1,2,9,120,1231,"DockerImageName,MountableFile",""
"reactor.core.scheduler",1,1,2,2,120,1231,"Scheduler,Schedulers",""
"tools.jackson.databind.node",1,2,3,12,120,1231,"JsonNodeType,ObjectNode",""
"tools.jackson.dataformat.cbor",1,2,3,9,120,1231,"CBORMapper,CBORMapper$Builder",""
