"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"utils","sisteransi",5,6,144,29,12,20.13888888888889,"cursor,erase,cursor.to,erase.line,erase.lines",""
"utils","node:process",4,8,144,29,12,20.13888888888889,"node:process",""
"utils","promises",4,4,144,29,12,20.13888888888889,"readdir,.stat,.mkdir",""
"utils","readline",4,26,144,29,12,20.13888888888889,"Key.ctrl,Key.meta,Key.name,Key",""
"utils","node:path",3,7,144,29,12,20.13888888888889,"node:path",""
"utils","@types/path",2,5,144,29,12,20.13888888888889,"path.PlatformPath.sep",""
"utils","fs",2,2,144,29,12,20.13888888888889,"Stats.isFile,Stats.isDirectory",""
"utils","picocolors",1,39,144,29,12,20.13888888888889,"picocolors",""
"utils","types",1,2,144,29,12,20.13888888888889,"Formatter",""
"fog-of-war","@types/react",1,1,6,1,1,16.666666666666668,"React.useEffect",""
"build","node",1,1,7,1,1,14.285714285714286,"version",""
"routeModules","@types/react",12,86,21,3,1,14.285714285714285,"React.ReactElement,React.FunctionComponent,React.ComponentClass",""
"react-router","@types/react",31,79,179,17,4,9.497206703910614,"React.FunctionComponentElement,React.createElement,React.ProviderProps,React.Context.Provider,React.ComponentClass,React.FunctionComponent,React.Fragment,React.ReactElement,React.ReactNode,React.Context,React.createContext,React.useEffect",""
"react-router","dist",6,18,179,17,4,9.497206703910614,"ParseOptions,SerializeOptions,serialize,parse",""
"react-router","async_hooks",4,4,179,17,4,9.497206703910614,"AsyncLocalStorage.getStore",""
