"filePath","author","commitCount","commitHashes","lastCommitDate","lastCreationDate","lastModificationDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","Source Cypher File: GitLog/List_git_files_with_commit_statistics_by_author.cypher"
"AxonFramework-5.0.1/.github/CODEOWNERS","Mitchell Herrijgers",3,"4eac49992a87290874a6110d887ac991629fafad,3547ddaf6934ea4f4fdad766440ebfb154859a42,bb600a46f0fe6cf0f6decd1151b51ca85e0ae184","2025-06-02","2025-05-26","2025-05-26",218,224,224,"bb600a46f0fe6cf0f6decd1151b51ca85e0ae184",""
"AxonFramework-5.0.1/.github/CODEOWNERS","Mateusz Nowak",1,"bb4a7ac0ac18b7734889c1a5243016c3a7e46641","2025-05-27","2025-05-26","2025-05-26",224,224,224,"bb4a7ac0ac18b7734889c1a5243016c3a7e46641",""
"AxonFramework-5.0.1/.github/CODEOWNERS","Allard Buijze",1,"7307a362594f458fbbeab9028a7e02f26cb495ff","2025-06-11","2025-05-26","2025-05-26",209,224,224,"7307a362594f458fbbeab9028a7e02f26cb495ff",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE.md","Steven van Beelen",69,"ea5ee757f6536e2b4f6f5d0cac71a07b94c4c0c4,474e02cbf48419c6eceaa6e6fde3f674fd5d8afd,670246bedaa7133b22e128546d18415a848aaede,fa509a0b37d60e0d49b0a95686836dc59e5dc146,dc58311534d93cd5c2ba969d30568a5209bd2344,d0e9f02f6864da84b57b030cb10489a916a0bc84,2d9d1f85bdc9889a78e988e02d374aaf24d15b7f,08c62397f9f1d2cd4f1f7ad5a834b79faad45da9,11429f924a47d51c428b080081b41bf0de5c9b2c,17bfbfe5ffcb9fd62cc9aa16d6669ea608f99ee5,781944aebc51875162d26d5810c8ac05db8ace3b,f911231de7ec9233077061a31818f74064a7f85f,18320bc7cafad145724604d99737fe976020017d,3cb03c49b7d398610478df9d0f01e7bb018f5d7d,def1cac6cd8bac4a087b74f62c5b05a5131d3810,57c6f8b66ef9179d65125d1c7f32fb0ff45c7183,691125558ca4e0b1358fcdad7a6943167d83a844,b9df0da8e0cd9884c3dc60def151e3f707b14892,200e6991359f2b9df68fb81ff26b240313499bf1,551312fc287f6e64ae2f7849b03e3fef368db6c8,01d972e83478ce6348a9e233e87169ddb937f9da,6b22440b49e91af8d5f3e0503c991928492f4ce6,6edcfa521e01008402ec3ba7804dcc14641f5f5b,45d9470922cba9a36453d4d1799d9015ca4848f7,7a28324f3564b87c4a378853f41ac8956beb7387,c8da89bca8cee0f3559c20d3d188c57b2b2f5c86,3990411ce0174f8bc971f32eee3a725ed30c5afa,e41aaf31520e0d49476ba340bf95111a8b2e3333,4dedbc1e5e35342b51c6132126ab6c973b15e9f2,3b27208563687e074dad2749d6134d73703f33ec,ce343e6b780e846e06c93342bc2dcb7acc4a3436,3d13304c2c36e17e98f16947b02c8ffec7a7f432,0c559ae9196d10dd3cd824d6d893124694b13b32,5d12e5f5660414b21cedbeddc6158d6e46e47190,75598ac2076aa70dbe9e78ba5759e275d1156dc6,6cd812497b6c63629e1f368e979b5f78b15c2922,f89c41adfbfda2656db9987aaa87525f17308740,7512b6d3aa00fc927087c5bd87d9165620080821,3960ef55fa8430b380e70d88287be642aa38cb1f,2b4ceeb6611ae675dcecaf04aa02ec2d6078c74c,6419d03614183ef1b07abff5c370370267308d81,a60300a3438be63539b1eb3666bc2d7ab8e0bf49,b63b81991d9c075d712377103c2546cadf4d7057,bfa81f560b742324cea65b6284c6d54789fd98c2,d8fb9847a2dccfc4a5b7ec3c06950b87ab3d4104,a6d283c8558acabb8e516e7fdd85a646761338ce,d6f25f0c8c238cc5fc55fee1d0a15665de45f9fc,3435d059f69531c41961efe31b1c7677eae74cf4,f6644279ae27410995706c00816ea3f38464a906,77b7bf5b918576893384d07e84f10ededf87fb0d,ba55d2a27277d1b16809e058c8aabee636d612ef,79348bd813798d333b44769a3f5b981e2b2bdea1,22ca0f67a372e245cf861400ac34ed227d63d2e8,42e6bb2abf71de2ae6983ad74bb6e9cbbbddff88,0d4464fc942003f70fea27998e89b9bb1661f6ea,50a0255f0e5d684ef9b2f049c4223c69ad05eb19,400c9cf44f70325982fb1c6ae706d6770a1f5ce6,84429c4a349528b894414289d12edc41879fcdfe,f4746a871e454c40b72346d541bbcfc9ffc7680d,bb296a1a59fda71b2ba652557183b348dea6a45f,8e02e0f72febad8be5c6b9b3a4d520b2772f2876,523af9947b9a163be8712f16b8e4a09db2d1dd03,16b6216b13f5ea8b36d1a83d73c0b2937b4e2371,da9b783ce78ecc4248d5d9959704c3a7e54f916e,b6f4882036c9dbf72e68f348772d7fa7168aca06,160c46843c49f98aeafb83c20afbd875c8ab2000,57855eb585d3109333dfb6c4814e64495d9d30bc,a33979c81fc01ff6c1d449fb6fcbde6d8a2c747e,1f14844d5238f733415d4dc2f82594752ec9d5d5","2025-12-03","2020-10-20","2025-12-03",34,1903,34,"fa509a0b37d60e0d49b0a95686836dc59e5dc146",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE.md","Allard Buijze",1,"67443e388afbc93838616a07186824ec4baf3670","2021-12-13","2020-10-20","2025-12-03",1485,1903,34,"67443e388afbc93838616a07186824ec4baf3670",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE.md","Christian Vermorken",1,"05f226c2e7cf29b2b85af2d8825af19dd6c90e73","2022-01-31","2020-10-20","2025-12-03",1436,1903,34,"05f226c2e7cf29b2b85af2d8825af19dd6c90e73",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE.md","Milan Savic",1,"8813d9186adf2c7bf947bd1b099146700cd73a32","2022-02-14","2020-10-20","2025-12-03",1422,1903,34,"8813d9186adf2c7bf947bd1b099146700cd73a32",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE.md","Simon Zambrovski",1,"95523f675bbde5b6348184ee04f80e08b48884cc","2025-08-21","2020-10-20","2025-12-03",138,1903,34,"95523f675bbde5b6348184ee04f80e08b48884cc",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/1_feature_request.md","Steven van Beelen",49,"7a28324f3564b87c4a378853f41ac8956beb7387,670246bedaa7133b22e128546d18415a848aaede,11429f924a47d51c428b080081b41bf0de5c9b2c,d0e9f02f6864da84b57b030cb10489a916a0bc84,644e9fd8b60b08be52eb019da4ed892a96374d00,dc58311534d93cd5c2ba969d30568a5209bd2344,f911231de7ec9233077061a31818f74064a7f85f,3cb03c49b7d398610478df9d0f01e7bb018f5d7d,18320bc7cafad145724604d99737fe976020017d,def1cac6cd8bac4a087b74f62c5b05a5131d3810,57c6f8b66ef9179d65125d1c7f32fb0ff45c7183,691125558ca4e0b1358fcdad7a6943167d83a844,b9df0da8e0cd9884c3dc60def151e3f707b14892,551312fc287f6e64ae2f7849b03e3fef368db6c8,200e6991359f2b9df68fb81ff26b240313499bf1,01d972e83478ce6348a9e233e87169ddb937f9da,6b22440b49e91af8d5f3e0503c991928492f4ce6,6edcfa521e01008402ec3ba7804dcc14641f5f5b,45d9470922cba9a36453d4d1799d9015ca4848f7,a6d283c8558acabb8e516e7fdd85a646761338ce,d6f25f0c8c238cc5fc55fee1d0a15665de45f9fc,3435d059f69531c41961efe31b1c7677eae74cf4,f6644279ae27410995706c00816ea3f38464a906,22ca0f67a372e245cf861400ac34ed227d63d2e8,ba55d2a27277d1b16809e058c8aabee636d612ef,77b7bf5b918576893384d07e84f10ededf87fb0d,79348bd813798d333b44769a3f5b981e2b2bdea1,bfa81f560b742324cea65b6284c6d54789fd98c2,b63b81991d9c075d712377103c2546cadf4d7057,a60300a3438be63539b1eb3666bc2d7ab8e0bf49,6419d03614183ef1b07abff5c370370267308d81,f89c41adfbfda2656db9987aaa87525f17308740,6cd812497b6c63629e1f368e979b5f78b15c2922,75598ac2076aa70dbe9e78ba5759e275d1156dc6,5d12e5f5660414b21cedbeddc6158d6e46e47190,0c559ae9196d10dd3cd824d6d893124694b13b32,3d13304c2c36e17e98f16947b02c8ffec7a7f432,ce343e6b780e846e06c93342bc2dcb7acc4a3436,3b27208563687e074dad2749d6134d73703f33ec,4dedbc1e5e35342b51c6132126ab6c973b15e9f2,e41aaf31520e0d49476ba340bf95111a8b2e3333,3990411ce0174f8bc971f32eee3a725ed30c5afa,c8da89bca8cee0f3559c20d3d188c57b2b2f5c86,781944aebc51875162d26d5810c8ac05db8ace3b,08c62397f9f1d2cd4f1f7ad5a834b79faad45da9,fa509a0b37d60e0d49b0a95686836dc59e5dc146,474e02cbf48419c6eceaa6e6fde3f674fd5d8afd,2d9d1f85bdc9889a78e988e02d374aaf24d15b7f,17bfbfe5ffcb9fd62cc9aa16d6669ea608f99ee5","2025-12-03","2020-10-22","2025-12-03",34,1901,34,"fa509a0b37d60e0d49b0a95686836dc59e5dc146",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/1_feature_request.md","Mitchell Herrijgers",2,"0cf3e247366c726f8ba76ace26c5ce723ec3df3a,ab8a6d9ac052c26c8ff41c45fdeef31205ce1f2e","2022-03-16","2020-10-22","2025-12-03",1392,1901,34,"ab8a6d9ac052c26c8ff41c45fdeef31205ce1f2e",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/1_feature_request.md","Allard Buijze",1,"67443e388afbc93838616a07186824ec4baf3670","2021-12-13","2020-10-22","2025-12-03",1485,1901,34,"67443e388afbc93838616a07186824ec4baf3670",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/1_feature_request.md","Christian Vermorken",1,"05f226c2e7cf29b2b85af2d8825af19dd6c90e73","2022-01-31","2020-10-22","2025-12-03",1436,1901,34,"05f226c2e7cf29b2b85af2d8825af19dd6c90e73",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/1_feature_request.md","Milan Savic",1,"8813d9186adf2c7bf947bd1b099146700cd73a32","2022-02-14","2020-10-22","2025-12-03",1422,1901,34,"8813d9186adf2c7bf947bd1b099146700cd73a32",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/1_feature_request.md","Simon Zambrovski",1,"95523f675bbde5b6348184ee04f80e08b48884cc","2025-08-21","2020-10-22","2025-12-03",138,1901,34,"95523f675bbde5b6348184ee04f80e08b48884cc",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/2_enhancement_request.md","Steven van Beelen",49,"7a28324f3564b87c4a378853f41ac8956beb7387,d0e9f02f6864da84b57b030cb10489a916a0bc84,644e9fd8b60b08be52eb019da4ed892a96374d00,dc58311534d93cd5c2ba969d30568a5209bd2344,11429f924a47d51c428b080081b41bf0de5c9b2c,670246bedaa7133b22e128546d18415a848aaede,f911231de7ec9233077061a31818f74064a7f85f,3cb03c49b7d398610478df9d0f01e7bb018f5d7d,18320bc7cafad145724604d99737fe976020017d,def1cac6cd8bac4a087b74f62c5b05a5131d3810,57c6f8b66ef9179d65125d1c7f32fb0ff45c7183,691125558ca4e0b1358fcdad7a6943167d83a844,551312fc287f6e64ae2f7849b03e3fef368db6c8,b9df0da8e0cd9884c3dc60def151e3f707b14892,200e6991359f2b9df68fb81ff26b240313499bf1,01d972e83478ce6348a9e233e87169ddb937f9da,6b22440b49e91af8d5f3e0503c991928492f4ce6,6edcfa521e01008402ec3ba7804dcc14641f5f5b,45d9470922cba9a36453d4d1799d9015ca4848f7,a6d283c8558acabb8e516e7fdd85a646761338ce,d6f25f0c8c238cc5fc55fee1d0a15665de45f9fc,3435d059f69531c41961efe31b1c7677eae74cf4,f6644279ae27410995706c00816ea3f38464a906,79348bd813798d333b44769a3f5b981e2b2bdea1,ba55d2a27277d1b16809e058c8aabee636d612ef,22ca0f67a372e245cf861400ac34ed227d63d2e8,77b7bf5b918576893384d07e84f10ededf87fb0d,bfa81f560b742324cea65b6284c6d54789fd98c2,b63b81991d9c075d712377103c2546cadf4d7057,a60300a3438be63539b1eb3666bc2d7ab8e0bf49,6419d03614183ef1b07abff5c370370267308d81,f89c41adfbfda2656db9987aaa87525f17308740,6cd812497b6c63629e1f368e979b5f78b15c2922,75598ac2076aa70dbe9e78ba5759e275d1156dc6,5d12e5f5660414b21cedbeddc6158d6e46e47190,0c559ae9196d10dd3cd824d6d893124694b13b32,3d13304c2c36e17e98f16947b02c8ffec7a7f432,3b27208563687e074dad2749d6134d73703f33ec,ce343e6b780e846e06c93342bc2dcb7acc4a3436,4dedbc1e5e35342b51c6132126ab6c973b15e9f2,e41aaf31520e0d49476ba340bf95111a8b2e3333,3990411ce0174f8bc971f32eee3a725ed30c5afa,c8da89bca8cee0f3559c20d3d188c57b2b2f5c86,781944aebc51875162d26d5810c8ac05db8ace3b,2d9d1f85bdc9889a78e988e02d374aaf24d15b7f,fa509a0b37d60e0d49b0a95686836dc59e5dc146,08c62397f9f1d2cd4f1f7ad5a834b79faad45da9,17bfbfe5ffcb9fd62cc9aa16d6669ea608f99ee5,474e02cbf48419c6eceaa6e6fde3f674fd5d8afd","2025-12-03","2020-10-22","2025-12-03",34,1901,34,"fa509a0b37d60e0d49b0a95686836dc59e5dc146",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/2_enhancement_request.md","Mitchell Herrijgers",2,"ab8a6d9ac052c26c8ff41c45fdeef31205ce1f2e,0cf3e247366c726f8ba76ace26c5ce723ec3df3a","2022-03-16","2020-10-22","2025-12-03",1392,1901,34,"ab8a6d9ac052c26c8ff41c45fdeef31205ce1f2e",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/2_enhancement_request.md","Allard Buijze",1,"67443e388afbc93838616a07186824ec4baf3670","2021-12-13","2020-10-22","2025-12-03",1485,1901,34,"67443e388afbc93838616a07186824ec4baf3670",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/2_enhancement_request.md","Christian Vermorken",1,"05f226c2e7cf29b2b85af2d8825af19dd6c90e73","2022-01-31","2020-10-22","2025-12-03",1436,1901,34,"05f226c2e7cf29b2b85af2d8825af19dd6c90e73",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/2_enhancement_request.md","Milan Savic",1,"8813d9186adf2c7bf947bd1b099146700cd73a32","2022-02-14","2020-10-22","2025-12-03",1422,1901,34,"8813d9186adf2c7bf947bd1b099146700cd73a32",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/2_enhancement_request.md","Simon Zambrovski",1,"95523f675bbde5b6348184ee04f80e08b48884cc","2025-08-21","2020-10-22","2025-12-03",138,1901,34,"95523f675bbde5b6348184ee04f80e08b48884cc",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/3_bug_report.md","Steven van Beelen",27,"a6d283c8558acabb8e516e7fdd85a646761338ce,d6f25f0c8c238cc5fc55fee1d0a15665de45f9fc,3435d059f69531c41961efe31b1c7677eae74cf4,f6644279ae27410995706c00816ea3f38464a906,22ca0f67a372e245cf861400ac34ed227d63d2e8,77b7bf5b918576893384d07e84f10ededf87fb0d,ba55d2a27277d1b16809e058c8aabee636d612ef,79348bd813798d333b44769a3f5b981e2b2bdea1,b63b81991d9c075d712377103c2546cadf4d7057,6419d03614183ef1b07abff5c370370267308d81,691125558ca4e0b1358fcdad7a6943167d83a844,57c6f8b66ef9179d65125d1c7f32fb0ff45c7183,def1cac6cd8bac4a087b74f62c5b05a5131d3810,18320bc7cafad145724604d99737fe976020017d,3cb03c49b7d398610478df9d0f01e7bb018f5d7d,f911231de7ec9233077061a31818f74064a7f85f,644e9fd8b60b08be52eb019da4ed892a96374d00,dc58311534d93cd5c2ba969d30568a5209bd2344,11429f924a47d51c428b080081b41bf0de5c9b2c,d0e9f02f6864da84b57b030cb10489a916a0bc84,670246bedaa7133b22e128546d18415a848aaede,17bfbfe5ffcb9fd62cc9aa16d6669ea608f99ee5,781944aebc51875162d26d5810c8ac05db8ace3b,fa509a0b37d60e0d49b0a95686836dc59e5dc146,08c62397f9f1d2cd4f1f7ad5a834b79faad45da9,474e02cbf48419c6eceaa6e6fde3f674fd5d8afd,2d9d1f85bdc9889a78e988e02d374aaf24d15b7f","2025-12-03","2020-10-22","2025-12-03",34,1901,34,"fa509a0b37d60e0d49b0a95686836dc59e5dc146",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/3_bug_report.md","Mitchell Herrijgers",2,"ab8a6d9ac052c26c8ff41c45fdeef31205ce1f2e,0cf3e247366c726f8ba76ace26c5ce723ec3df3a","2022-03-16","2020-10-22","2025-12-03",1392,1901,34,"ab8a6d9ac052c26c8ff41c45fdeef31205ce1f2e",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/3_bug_report.md","Simon Zambrovski",1,"95523f675bbde5b6348184ee04f80e08b48884cc","2025-08-21","2020-10-22","2025-12-03",138,1901,34,"95523f675bbde5b6348184ee04f80e08b48884cc",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/3_bug_report.md","Allard Buijze",1,"67443e388afbc93838616a07186824ec4baf3670","2021-12-13","2020-10-22","2025-12-03",1485,1901,34,"67443e388afbc93838616a07186824ec4baf3670",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/4_documentation_change.md","Steven van Beelen",8,"ba55d2a27277d1b16809e058c8aabee636d612ef,77b7bf5b918576893384d07e84f10ededf87fb0d,22ca0f67a372e245cf861400ac34ed227d63d2e8,79348bd813798d333b44769a3f5b981e2b2bdea1,f6644279ae27410995706c00816ea3f38464a906,3435d059f69531c41961efe31b1c7677eae74cf4,d6f25f0c8c238cc5fc55fee1d0a15665de45f9fc,a6d283c8558acabb8e516e7fdd85a646761338ce","2025-12-03","2025-08-13","2025-08-13",34,145,145,"f6644279ae27410995706c00816ea3f38464a906",""
"AxonFramework-5.0.1/.github/ISSUE_TEMPLATE/4_documentation_change.md","Simon Zambrovski",1,"95523f675bbde5b6348184ee04f80e08b48884cc","2025-08-21","2025-08-13","2025-08-13",138,145,145,"95523f675bbde5b6348184ee04f80e08b48884cc",""
"AxonFramework-5.0.1/.github/close-label.yml","Steven van Beelen",18,"781944aebc51875162d26d5810c8ac05db8ace3b,dc58311534d93cd5c2ba969d30568a5209bd2344,2d9d1f85bdc9889a78e988e02d374aaf24d15b7f,474e02cbf48419c6eceaa6e6fde3f674fd5d8afd,11429f924a47d51c428b080081b41bf0de5c9b2c,08c62397f9f1d2cd4f1f7ad5a834b79faad45da9,d0e9f02f6864da84b57b030cb10489a916a0bc84,fa509a0b37d60e0d49b0a95686836dc59e5dc146,670246bedaa7133b22e128546d18415a848aaede,5ffba505f83afdf724a681eb2aa97e9e92273c51,f911231de7ec9233077061a31818f74064a7f85f,3cb03c49b7d398610478df9d0f01e7bb018f5d7d,18320bc7cafad145724604d99737fe976020017d,def1cac6cd8bac4a087b74f62c5b05a5131d3810,691125558ca4e0b1358fcdad7a6943167d83a844,57c6f8b66ef9179d65125d1c7f32fb0ff45c7183,6419d03614183ef1b07abff5c370370267308d81,b63b81991d9c075d712377103c2546cadf4d7057","2024-07-30","2020-10-20","2020-10-20",525,1903,1903,"fa509a0b37d60e0d49b0a95686836dc59e5dc146",""
"AxonFramework-5.0.1/.github/close-label.yml","Allard Buijze",1,"67443e388afbc93838616a07186824ec4baf3670","2021-12-13","2020-10-20","2020-10-20",1485,1903,1903,"67443e388afbc93838616a07186824ec4baf3670",""
